"sd_group","date","year","month","avrain"
"Central West",1985-07-01,1985,7,14.5335766423358
"Central West",1985-08-01,1985,8,87.9423357664234
"Central West",1985-09-01,1985,9,51.2824817518248
"Central West",1985-10-01,1985,10,89.6941605839417
"Central West",1985-11-01,1985,11,86.8175182481752
"Central West",1985-12-01,1985,12,63.785401459854
"Central West",1986-01-01,1986,1,53.6328467153285
"Central West",1986-02-01,1986,2,9.48248175182482
"Central West",1986-03-01,1986,3,6.3970802919708
"Central West",1986-04-01,1986,4,22.9700729927007
"Central West",1986-05-01,1986,5,37.2875912408759
"Central West",1986-06-01,1986,6,13.3605839416058
"Central West",1986-07-01,1986,7,74.4978102189781
"Central West",1986-08-01,1986,8,116.101459854015
"Central West",1986-09-01,1986,9,48.9824817518248
"Central West",1986-10-01,1986,10,63.721897810219
"Central West",1986-11-01,1986,11,70.063503649635
"Central West",1986-12-01,1986,12,22.9481751824818
"Central West",1987-01-01,1987,1,35.7883211678832
"Central West",1987-02-01,1987,2,33.9693430656934
"Central West",1987-03-01,1987,3,113.530656934307
"Central West",1987-04-01,1987,4,9.96934306569343
"Central West",1987-05-01,1987,5,55.7795620437956
"Central West",1987-06-01,1987,6,52.0795620437956
"Central West",1987-07-01,1987,7,31.678102189781
"Central West",1987-08-01,1987,8,91.5664233576642
"Central West",1987-09-01,1987,9,19.663503649635
"Central West",1987-10-01,1987,10,53.7240875912409
"Central West",1987-11-01,1987,11,41.514598540146
"Central West",1987-12-01,1987,12,71.7102189781022
"Central West",1988-01-01,1988,1,45.3569343065694
"Central West",1988-02-01,1988,2,32.1094890510949
"Central West",1988-03-01,1988,3,40.0532846715328
"Central West",1988-04-01,1988,4,90.4430656934307
"Central West",1988-05-01,1988,5,57.170802919708
"Central West",1988-06-01,1988,6,48.5912408759124
"Central West",1988-07-01,1988,7,88.3021897810219
"Central West",1988-08-01,1988,8,47.9846715328467
"Central West",1988-09-01,1988,9,75.7386861313869
"Central West",1988-10-01,1988,10,16.3824817518248
"Central West",1988-11-01,1988,11,60.9058394160584
"Central West",1988-12-01,1988,12,125.228467153285
"Central West",1989-01-01,1989,1,46.9051094890511
"Central West",1989-02-01,1989,2,29.4620437956204
"Central West",1989-03-01,1989,3,110.798540145985
"Central West",1989-04-01,1989,4,133.632116788321
"Central West",1989-05-01,1989,5,84.4832116788321
"Central West",1989-06-01,1989,6,59.0379562043795
"Central West",1989-07-01,1989,7,50.0839416058394
"Central West",1989-08-01,1989,8,40.7423357664234
"Central West",1989-09-01,1989,9,14.4299270072993
"Central West",1989-10-01,1989,10,32.7832116788321
"Central West",1989-11-01,1989,11,39.5532846715329
"Central West",1989-12-01,1989,12,34.3277372262774
"Central West",1990-01-01,1990,1,55.6240875912408
"Central West",1990-02-01,1990,2,95.5642335766423
"Central West",1990-03-01,1990,3,29.3686131386862
"Central West",1990-04-01,1990,4,240.641605839416
"Central West",1990-05-01,1990,5,62.4131386861314
"Central West",1990-06-01,1990,6,37.0014598540146
"Central West",1990-07-01,1990,7,81.1613138686132
"Central West",1990-08-01,1990,8,111.657664233577
"Central West",1990-09-01,1990,9,39.651094890511
"Central West",1990-10-01,1990,10,43.9751824817518
"Central West",1990-11-01,1990,11,13.907299270073
"Central West",1990-12-01,1990,12,18.7328467153285
"Central West",1991-01-01,1991,1,68.9467153284671
"Central West",1991-02-01,1991,2,18.8671532846715
"Central West",1991-03-01,1991,3,16.7664233576642
"Central West",1991-04-01,1991,4,11.4664233576642
"Central West",1991-05-01,1991,5,37.0328467153285
"Central West",1991-06-01,1991,6,89.4481751824818
"Central West",1991-07-01,1991,7,58.0109489051095
"Central West",1991-08-01,1991,8,58.6182481751825
"Central West",1991-09-01,1991,9,43.3138686131387
"Central West",1991-10-01,1991,10,14.8474452554745
"Central West",1991-11-01,1991,11,25.1262773722628
"Central West",1991-12-01,1991,12,85.1182481751824
"Central West",1992-01-01,1992,1,71.1540145985401
"Central West",1992-02-01,1992,2,149.28102189781
"Central West",1992-03-01,1992,3,26.7080291970803
"Central West",1992-04-01,1992,4,37.7649635036496
"Central West",1992-05-01,1992,5,24.1985401459854
"Central West",1992-06-01,1992,6,27.3773722627737
"Central West",1992-07-01,1992,7,32.2109489051095
"Central West",1992-08-01,1992,8,76.7642335766424
"Central West",1992-09-01,1992,9,48.885401459854
"Central West",1992-10-01,1992,10,78.3379562043796
"Central West",1992-11-01,1992,11,75.4372262773722
"Central West",1992-12-01,1992,12,151.247445255475
"Central West",1993-01-01,1993,1,55.3510948905109
"Central West",1993-02-01,1993,2,39.9051094890511
"Central West",1993-03-01,1993,3,59.8102189781022
"Central West",1993-04-01,1993,4,7.28321167883212
"Central West",1993-05-01,1993,5,38.3430656934307
"Central West",1993-06-01,1993,6,26.3613138686131
"Central West",1993-07-01,1993,7,116.887591240876
"Central West",1993-08-01,1993,8,26.070802919708
"Central West",1993-09-01,1993,9,91.8467153284671
"Central West",1993-10-01,1993,10,87.1343065693431
"Central West",1993-11-01,1993,11,64.1394160583942
"Central West",1993-12-01,1993,12,43.048905109489
"Central West",1994-01-01,1994,1,15.8043795620438
"Central West",1994-02-01,1994,2,93.9810218978102
"Central West",1994-03-01,1994,3,53.7007299270073
"Central West",1994-04-01,1994,4,24.8751824817518
"Central West",1994-05-01,1994,5,10.2861313868613
"Central West",1994-06-01,1994,6,27.9861313868613
"Central West",1994-07-01,1994,7,23.7883211678832
"Central West",1994-08-01,1994,8,12.9284671532847
"Central West",1994-09-01,1994,9,15.1795620437956
"Central West",1994-10-01,1994,10,27.9547445255474
"Central West",1994-11-01,1994,11,65.7379562043796
"Central West",1994-12-01,1994,12,40.1766423357664
"Central West",1995-01-01,1995,1,166.162773722628
"Central West",1995-02-01,1995,2,13.1240875912409
"Central West",1995-03-01,1995,3,16.8284671532847
"Central West",1995-04-01,1995,4,9.28467153284671
"Central West",1995-05-01,1995,5,113.527737226277
"Central West",1995-06-01,1995,6,41.5795620437956
"Central West",1995-07-01,1995,7,50.214598540146
"Central West",1995-08-01,1995,8,4.46569343065693
"Central West",1995-09-01,1995,9,65.6306569343066
"Central West",1995-10-01,1995,10,32.4065693430657
"Central West",1995-11-01,1995,11,85.2729927007299
"Central West",1995-12-01,1995,12,56.0970802919708
"Central West",1996-01-01,1996,1,93.6569343065693
"Central West",1996-02-01,1996,2,25.3007299270073
"Central West",1996-03-01,1996,3,29.4554744525547
"Central West",1996-04-01,1996,4,8.54890510948905
"Central West",1996-05-01,1996,5,64.0532846715328
"Central West",1996-06-01,1996,6,53.5102189781022
"Central West",1996-07-01,1996,7,82
"Central West",1996-08-01,1996,8,60.9459854014598
"Central West",1996-09-01,1996,9,66.4058394160584
"Central West",1996-10-01,1996,10,64.0240875912409
"Central West",1996-11-01,1996,11,52.778102189781
"Central West",1996-12-01,1996,12,62.7985401459854
"Central West",1997-01-01,1997,1,51.4401459854015
"Central West",1997-02-01,1997,2,51.8649635036496
"Central West",1997-03-01,1997,3,17.756204379562
"Central West",1997-04-01,1997,4,2.51240875912409
"Central West",1997-05-01,1997,5,48.7080291970803
"Central West",1997-06-01,1997,6,39.1116788321168
"Central West",1997-07-01,1997,7,24.3576642335766
"Central West",1997-08-01,1997,8,28
"Central West",1997-09-01,1997,9,87.0131386861314
"Central West",1997-10-01,1997,10,33.2007299270073
"Central West",1997-11-01,1997,11,21.5664233576642
"Central West",1997-12-01,1997,12,35.3481751824817
"Central West",1998-01-01,1998,1,71.678102189781
"Central West",1998-02-01,1998,2,37.2109489051095
"Central West",1998-03-01,1998,3,5.82992700729927
"Central West",1998-04-01,1998,4,68.1277372262774
"Central West",1998-05-01,1998,5,53.9430656934306
"Central West",1998-06-01,1998,6,83.9496350364964
"Central West",1998-07-01,1998,7,92.5430656934307
"Central West",1998-08-01,1998,8,108.605839416058
"Central West",1998-09-01,1998,9,81.3671532846715
"Central West",1998-10-01,1998,10,63.1036496350365
"Central West",1998-11-01,1998,11,66.5956204379562
"Central West",1998-12-01,1998,12,26.7416058394161
"Central West",1999-01-01,1999,1,53.3656934306569
"Central West",1999-02-01,1999,2,24.4255474452555
"Central West",1999-03-01,1999,3,86.821897810219
"Central West",1999-04-01,1999,4,42.4656934306569
"Central West",1999-05-01,1999,5,19.3343065693431
"Central West",1999-06-01,1999,6,40.6861313868613
"Central West",1999-07-01,1999,7,54.2883211678832
"Central West",1999-08-01,1999,8,60.841605839416
"Central West",1999-09-01,1999,9,47.070802919708
"Central West",1999-10-01,1999,10,143.271532846715
"Central West",1999-11-01,1999,11,46.2627737226277
"Central West",1999-12-01,1999,12,112.934306569343
"Central West",2000-01-01,2000,1,31.0905109489051
"Central West",2000-02-01,2000,2,25.6693430656934
"Central West",2000-03-01,2000,3,112.248905109489
"Central West",2000-04-01,2000,4,57.2007299270073
"Central West",2000-05-01,2000,5,74.7788321167883
"Central West",2000-06-01,2000,6,35.5
"Central West",2000-07-01,2000,7,32.3489051094891
"Central West",2000-08-01,2000,8,67.5306569343066
"Central West",2000-09-01,2000,9,32.1824817518248
"Central West",2000-10-01,2000,10,83.8270072992701
"Central West",2000-11-01,2000,11,113.310948905109
"Central West",2000-12-01,2000,12,23.6233576642336
"Murrumbidgee",1891-01-01,1891,1,136.766666666667
"Murrumbidgee",1891-02-01,1891,2,5.93777777777778
"Murrumbidgee",1891-03-01,1891,3,50.0948148148148
"Murrumbidgee",1891-04-01,1891,4,79.397037037037
"Murrumbidgee",1891-05-01,1891,5,34.6481481481481
"Murrumbidgee",1891-06-01,1891,6,79.2570370370371
"Murrumbidgee",1891-07-01,1891,7,84.1985185185185
"Murrumbidgee",1891-08-01,1891,8,51.3288888888889
"Murrumbidgee",1891-09-01,1891,9,41.0837037037037
"Murrumbidgee",1891-10-01,1891,10,41.1555555555556
"Murrumbidgee",1891-11-01,1891,11,38.1222222222222
"Murrumbidgee",1891-12-01,1891,12,23.5585185185185
"Murrumbidgee",1892-01-01,1892,1,32.5585185185185
"Murrumbidgee",1892-02-01,1892,2,4.92518518518518
"Murrumbidgee",1892-03-01,1892,3,17.5237037037037
"Murrumbidgee",1892-04-01,1892,4,31.5422222222222
"Murrumbidgee",1892-05-01,1892,5,68.0533333333334
"Murrumbidgee",1892-06-01,1892,6,31.1022222222222
"Murrumbidgee",1892-07-01,1892,7,40.44
"Murrumbidgee",1892-08-01,1892,8,54.0466666666667
"Murrumbidgee",1892-09-01,1892,9,60.9340740740741
"Murrumbidgee",1892-10-01,1892,10,77.1725925925926
"Murrumbidgee",1892-11-01,1892,11,54.3748148148148
"Murrumbidgee",1892-12-01,1892,12,12.0074074074074
"Murrumbidgee",1893-01-01,1893,1,11.0814814814815
"Murrumbidgee",1893-02-01,1893,2,3.16296296296296
"Murrumbidgee",1893-03-01,1893,3,33.9711111111111
"Murrumbidgee",1893-04-01,1893,4,50.722962962963
"Murrumbidgee",1893-05-01,1893,5,83.1851851851852
"Murrumbidgee",1893-06-01,1893,6,57.6333333333333
"Murrumbidgee",1893-07-01,1893,7,41.4748148148148
"Murrumbidgee",1893-08-01,1893,8,43.1503703703704
"Murrumbidgee",1893-09-01,1893,9,42.9762962962963
"Murrumbidgee",1893-10-01,1893,10,41.2881481481481
"Murrumbidgee",1893-11-01,1893,11,64.342962962963
"Murrumbidgee",1893-12-01,1893,12,44.4207407407408
"Murrumbidgee",1894-01-01,1894,1,96.9911111111112
"Murrumbidgee",1894-02-01,1894,2,26.8622222222222
"Murrumbidgee",1894-03-01,1894,3,111.625925925926
"Murrumbidgee",1894-04-01,1894,4,76.2451851851852
"Murrumbidgee",1894-05-01,1894,5,32.7948148148148
"Murrumbidgee",1894-06-01,1894,6,75.34
"Murrumbidgee",1894-07-01,1894,7,64.7792592592592
"Murrumbidgee",1894-08-01,1894,8,53.4955555555556
"Murrumbidgee",1894-09-01,1894,9,41.3014814814815
"Murrumbidgee",1894-10-01,1894,10,68.1659259259259
"Murrumbidgee",1894-11-01,1894,11,12.7896296296296
"Murrumbidgee",1894-12-01,1894,12,75.9155555555556
"Murrumbidgee",1895-01-01,1895,1,40.4474074074074
"Murrumbidgee",1895-02-01,1895,2,42.2459259259259
"Murrumbidgee",1895-03-01,1895,3,22.4792592592593
"Murrumbidgee",1895-04-01,1895,4,25.1192592592593
"Murrumbidgee",1895-05-01,1895,5,28.5533333333333
"Murrumbidgee",1895-06-01,1895,6,73.4918518518519
"Murrumbidgee",1895-07-01,1895,7,24.677037037037
"Murrumbidgee",1895-08-01,1895,8,43.0859259259259
"Murrumbidgee",1895-09-01,1895,9,26.0962962962963
"Murrumbidgee",1895-10-01,1895,10,24.4074074074074
"Murrumbidgee",1895-11-01,1895,11,2.08814814814815
"Murrumbidgee",1895-12-01,1895,12,38.4548148148148
"Murrumbidgee",1896-01-01,1896,1,20.0903703703704
"Murrumbidgee",1896-02-01,1896,2,78.9488888888889
"Murrumbidgee",1896-03-01,1896,3,24.8725925925926
"Murrumbidgee",1896-04-01,1896,4,52.1177777777778
"Murrumbidgee",1896-05-01,1896,5,58.9333333333333
"Murrumbidgee",1896-06-01,1896,6,42.2162962962963
"Murrumbidgee",1896-07-01,1896,7,16.7022222222222
"Murrumbidgee",1896-08-01,1896,8,32.3340740740741
"Murrumbidgee",1896-09-01,1896,9,29.46
"Murrumbidgee",1896-10-01,1896,10,12.4851851851852
"Murrumbidgee",1896-11-01,1896,11,52.9066666666667
"Murrumbidgee",1896-12-01,1896,12,8.88370370370371
"Murrumbidgee",1897-01-01,1897,1,79.154074074074
"Murrumbidgee",1897-02-01,1897,2,11.6185185185185
"Murrumbidgee",1897-03-01,1897,3,8.14518518518518
"Murrumbidgee",1897-04-01,1897,4,2.02222222222222
"Murrumbidgee",1897-05-01,1897,5,8.42962962962963
"Murrumbidgee",1897-06-01,1897,6,58.7777777777778
"Murrumbidgee",1897-07-01,1897,7,47.3392592592593
"Murrumbidgee",1897-08-01,1897,8,54.7251851851852
"Murrumbidgee",1897-09-01,1897,9,44.8748148148148
"Murrumbidgee",1897-10-01,1897,10,21.8777777777778
"Murrumbidgee",1897-11-01,1897,11,8.22
"Murrumbidgee",1897-12-01,1897,12,17.3725925925926
"Murrumbidgee",1898-01-01,1898,1,11.6044444444444
"Murrumbidgee",1898-02-01,1898,2,50.6948148148148
"Murrumbidgee",1898-03-01,1898,3,12.7096296296296
"Murrumbidgee",1898-04-01,1898,4,9.02518518518518
"Murrumbidgee",1898-05-01,1898,5,23.98
"Murrumbidgee",1898-06-01,1898,6,60.3296296296297
"Murrumbidgee",1898-07-01,1898,7,33.0140740740741
"Murrumbidgee",1898-08-01,1898,8,51.3792592592593
"Murrumbidgee",1898-09-01,1898,9,21.0362962962963
"Murrumbidgee",1898-10-01,1898,10,48.4629629629629
"Murrumbidgee",1898-11-01,1898,11,16.9866666666667
"Murrumbidgee",1898-12-01,1898,12,23.7725925925926
"Murrumbidgee",1899-01-01,1899,1,20.6933333333333
"Murrumbidgee",1899-02-01,1899,2,20.3311111111111
"Murrumbidgee",1899-03-01,1899,3,15.5674074074074
"Murrumbidgee",1899-04-01,1899,4,36.4274074074074
"Murrumbidgee",1899-05-01,1899,5,13.9451851851852
"Murrumbidgee",1899-06-01,1899,6,72.1340740740741
"Murrumbidgee",1899-07-01,1899,7,29.5822222222222
"Murrumbidgee",1899-08-01,1899,8,42.3955555555556
"Murrumbidgee",1899-09-01,1899,9,12.9992592592593
"Murrumbidgee",1899-10-01,1899,10,35.5703703703704
"Murrumbidgee",1899-11-01,1899,11,46.642962962963
"Murrumbidgee",1899-12-01,1899,12,3.77703703703704
"Murrumbidgee",1900-01-01,1900,1,30.5733333333333
"Murrumbidgee",1900-02-01,1900,2,2.16074074074074
"Murrumbidgee",1900-03-01,1900,3,103.212592592593
"Murrumbidgee",1900-04-01,1900,4,63.397037037037
"Murrumbidgee",1900-05-01,1900,5,57.5562962962963
"Murrumbidgee",1900-06-01,1900,6,70.7385185185185
"Murrumbidgee",1900-07-01,1900,7,60.0259259259259
"Murrumbidgee",1900-08-01,1900,8,44.137037037037
"Murrumbidgee",1900-09-01,1900,9,31.7918518518519
"Murrumbidgee",1900-10-01,1900,10,3.80962962962963
"Murrumbidgee",1900-11-01,1900,11,26.2081481481481
"Murrumbidgee",1900-12-01,1900,12,13.7362962962963
"Murrumbidgee",1901-01-01,1901,1,17.6444444444444
"Murrumbidgee",1901-02-01,1901,2,3.38
"Murrumbidgee",1901-03-01,1901,3,37.5503703703704
"Murrumbidgee",1901-04-01,1901,4,43.8940740740741
"Murrumbidgee",1901-05-01,1901,5,14.0096296296296
"Murrumbidgee",1901-06-01,1901,6,30.54
"Murrumbidgee",1901-07-01,1901,7,32.9844444444444
"Murrumbidgee",1901-08-01,1901,8,71.8533333333333
"Murrumbidgee",1901-09-01,1901,9,29.3718518518519
"Murrumbidgee",1901-10-01,1901,10,65.0444444444444
"Murrumbidgee",1901-11-01,1901,11,11.9340740740741
"Murrumbidgee",1901-12-01,1901,12,3.8362962962963
"Murrumbidgee",1902-01-01,1902,1,17.1266666666667
"Murrumbidgee",1902-02-01,1902,2,3.0237037037037
"Murrumbidgee",1902-03-01,1902,3,34.2162962962963
"Murrumbidgee",1902-04-01,1902,4,0.977037037037037
"Murrumbidgee",1902-05-01,1902,5,4.90666666666667
"Murrumbidgee",1902-06-01,1902,6,30.7051851851852
"Murrumbidgee",1902-07-01,1902,7,17.1681481481482
"Murrumbidgee",1902-08-01,1902,8,11.9733333333333
"Murrumbidgee",1902-09-01,1902,9,21.9192592592593
"Murrumbidgee",1902-10-01,1902,10,31.3637037037037
"Murrumbidgee",1902-11-01,1902,11,11.54
"Murrumbidgee",1902-12-01,1902,12,70.7422222222222
"Murrumbidgee",1903-01-01,1903,1,7.43407407407407
"Murrumbidgee",1903-02-01,1903,2,6.5637037037037
"Murrumbidgee",1903-03-01,1903,3,48.4874074074074
"Murrumbidgee",1903-04-01,1903,4,60.5222222222222
"Murrumbidgee",1903-05-01,1903,5,19.4585185185185
"Murrumbidgee",1903-06-01,1903,6,45.9992592592593
"Murrumbidgee",1903-07-01,1903,7,49.2266666666667
"Murrumbidgee",1903-08-01,1903,8,13.6837037037037
"Murrumbidgee",1903-09-01,1903,9,91.7866666666666
"Murrumbidgee",1903-10-01,1903,10,40.062962962963
"Murrumbidgee",1903-11-01,1903,11,22.5718518518519
"Murrumbidgee",1903-12-01,1903,12,30.217037037037
"Murrumbidgee",1904-01-01,1904,1,64.0977777777777
"Murrumbidgee",1904-02-01,1904,2,19.52
"Murrumbidgee",1904-03-01,1904,3,5.96444444444445
"Murrumbidgee",1904-04-01,1904,4,19.5733333333333
"Murrumbidgee",1904-05-01,1904,5,37.8459259259259
"Murrumbidgee",1904-06-01,1904,6,30.102962962963
"Murrumbidgee",1904-07-01,1904,7,84.1281481481482
"Murrumbidgee",1904-08-01,1904,8,36.7037037037037
"Murrumbidgee",1904-09-01,1904,9,8.93555555555555
"Murrumbidgee",1904-10-01,1904,10,66.8525925925926
"Murrumbidgee",1904-11-01,1904,11,21.9585185185185
"Murrumbidgee",1904-12-01,1904,12,29.7059259259259
"Murrumbidgee",1905-01-01,1905,1,26.5481481481481
"Murrumbidgee",1905-02-01,1905,2,20.897037037037
"Murrumbidgee",1905-03-01,1905,3,14.8503703703704
"Murrumbidgee",1905-04-01,1905,4,94.6666666666667
"Murrumbidgee",1905-05-01,1905,5,45.2725925925926
"Murrumbidgee",1905-06-01,1905,6,77.8740740740741
"Murrumbidgee",1905-07-01,1905,7,69.6096296296296
"Murrumbidgee",1905-08-01,1905,8,20.5148148148148
"Murrumbidgee",1905-09-01,1905,9,28.5103703703704
"Murrumbidgee",1905-10-01,1905,10,60.722962962963
"Murrumbidgee",1905-11-01,1905,11,2.85333333333333
"Murrumbidgee",1905-12-01,1905,12,20.6844444444444
"Murrumbidgee",1906-01-01,1906,1,2.45111111111111
"Murrumbidgee",1906-02-01,1906,2,31.7014814814815
"Murrumbidgee",1906-03-01,1906,3,108.666666666667
"Murrumbidgee",1906-04-01,1906,4,35.6955555555556
"Murrumbidgee",1906-05-01,1906,5,90.1251851851852
"Murrumbidgee",1906-06-01,1906,6,56.2437037037037
"Murrumbidgee",1906-07-01,1906,7,27.3
"Murrumbidgee",1906-08-01,1906,8,53.7607407407407
"Murrumbidgee",1906-09-01,1906,9,81.6622222222222
"Murrumbidgee",1906-10-01,1906,10,75.6740740740741
"Murrumbidgee",1906-11-01,1906,11,55.2688888888889
"Murrumbidgee",1906-12-01,1906,12,25.1444444444445
"Murrumbidgee",1907-01-01,1907,1,34.377037037037
"Murrumbidgee",1907-02-01,1907,2,7.01925925925926
"Murrumbidgee",1907-03-01,1907,3,17.7014814814815
"Murrumbidgee",1907-04-01,1907,4,22.962962962963
"Murrumbidgee",1907-05-01,1907,5,15.2837037037037
"Murrumbidgee",1907-06-01,1907,6,43.182962962963
"Murrumbidgee",1907-07-01,1907,7,33.7355555555556
"Murrumbidgee",1907-08-01,1907,8,50.2948148148148
"Murrumbidgee",1907-09-01,1907,9,26.1851851851852
"Murrumbidgee",1907-10-01,1907,10,19.6562962962963
"Murrumbidgee",1907-11-01,1907,11,43.3792592592593
"Murrumbidgee",1907-12-01,1907,12,52.5525925925926
"Murrumbidgee",1908-01-01,1908,1,19.1333333333333
"Murrumbidgee",1908-02-01,1908,2,42.6511111111111
"Murrumbidgee",1908-03-01,1908,3,7.37481481481482
"Murrumbidgee",1908-04-01,1908,4,21.2407407407407
"Murrumbidgee",1908-05-01,1908,5,22.5881481481481
"Murrumbidgee",1908-06-01,1908,6,66.7614814814815
"Murrumbidgee",1908-07-01,1908,7,31.4837037037037
"Murrumbidgee",1908-08-01,1908,8,35.7274074074074
"Murrumbidgee",1908-09-01,1908,9,56.4044444444444
"Murrumbidgee",1908-10-01,1908,10,34.1155555555556
"Murrumbidgee",1908-11-01,1908,11,17.3362962962963
"Murrumbidgee",1908-12-01,1908,12,14.257037037037
"Murrumbidgee",1909-01-01,1909,1,20.2681481481481
"Murrumbidgee",1909-02-01,1909,2,42.9874074074074
"Murrumbidgee",1909-03-01,1909,3,39.3022222222222
"Murrumbidgee",1909-04-01,1909,4,33.9644444444444
"Murrumbidgee",1909-05-01,1909,5,49.9237037037037
"Murrumbidgee",1909-06-01,1909,6,84.9481481481481
"Murrumbidgee",1909-07-01,1909,7,24.7214814814815
"Murrumbidgee",1909-08-01,1909,8,72.6222222222222
"Murrumbidgee",1909-09-01,1909,9,31.6681481481481
"Murrumbidgee",1909-10-01,1909,10,25.4244444444444
"Murrumbidgee",1909-11-01,1909,11,10.1251851851852
"Murrumbidgee",1909-12-01,1909,12,8.42222222222222
"Murrumbidgee",1910-01-01,1910,1,80.8874074074074
"Murrumbidgee",1910-02-01,1910,2,2.6362962962963
"Murrumbidgee",1910-03-01,1910,3,41.0333333333333
"Murrumbidgee",1910-04-01,1910,4,2.8162962962963
"Murrumbidgee",1910-05-01,1910,5,27.0451851851852
"Murrumbidgee",1910-06-01,1910,6,74.5777777777778
"Murrumbidgee",1910-07-01,1910,7,46.34
"Murrumbidgee",1910-08-01,1910,8,21.8607407407407
"Murrumbidgee",1910-09-01,1910,9,54.6807407407408
"Murrumbidgee",1910-10-01,1910,10,37.7148148148148
"Murrumbidgee",1910-11-01,1910,11,42.9725925925926
"Murrumbidgee",1910-12-01,1910,12,29.0214814814815
"Murrumbidgee",1911-01-01,1911,1,84.8940740740741
"Murrumbidgee",1911-02-01,1911,2,89.5859259259259
"Murrumbidgee",1911-03-01,1911,3,29.8385185185185
"Murrumbidgee",1911-04-01,1911,4,1.33111111111111
"Murrumbidgee",1911-05-01,1911,5,72.9066666666667
"Murrumbidgee",1911-06-01,1911,6,44.0325925925926
"Murrumbidgee",1911-07-01,1911,7,49.5474074074074
"Murrumbidgee",1911-08-01,1911,8,14.0733333333333
"Murrumbidgee",1911-09-01,1911,9,37.4096296296296
"Murrumbidgee",1911-10-01,1911,10,8.90592592592593
"Murrumbidgee",1911-11-01,1911,11,66.6844444444445
"Murrumbidgee",1911-12-01,1911,12,53.5555555555556
"Murrumbidgee",1912-01-01,1912,1,8.15703703703704
"Murrumbidgee",1912-02-01,1912,2,24.0125925925926
"Murrumbidgee",1912-03-01,1912,3,16.6925925925926
"Murrumbidgee",1912-04-01,1912,4,3.35555555555556
"Murrumbidgee",1912-05-01,1912,5,2.3162962962963
"Murrumbidgee",1912-06-01,1912,6,59.7503703703704
"Murrumbidgee",1912-07-01,1912,7,78.0896296296296
"Murrumbidgee",1912-08-01,1912,8,53.0548148148148
"Murrumbidgee",1912-09-01,1912,9,40.6355555555556
"Murrumbidgee",1912-10-01,1912,10,21.7051851851852
"Murrumbidgee",1912-11-01,1912,11,81.077037037037
"Murrumbidgee",1912-12-01,1912,12,46.0696296296296
"Murrumbidgee",1913-01-01,1913,1,25.4651851851852
"Murrumbidgee",1913-02-01,1913,2,39.3362962962963
"Murrumbidgee",1913-03-01,1913,3,82.1703703703704
"Murrumbidgee",1913-04-01,1913,4,6.64148148148148
"Murrumbidgee",1913-05-01,1913,5,74.0637037037037
"Murrumbidgee",1913-06-01,1913,6,46.0348148148148
"Murrumbidgee",1913-07-01,1913,7,17.1377777777778
"Murrumbidgee",1913-08-01,1913,8,18.162962962963
"Murrumbidgee",1913-09-01,1913,9,36.78
"Murrumbidgee",1913-10-01,1913,10,51.8274074074074
"Murrumbidgee",1913-11-01,1913,11,8.88518518518518
"Murrumbidgee",1913-12-01,1913,12,16.8851851851852
"Murrumbidgee",1914-01-01,1914,1,17.7822222222222
"Murrumbidgee",1914-02-01,1914,2,13.7244444444444
"Murrumbidgee",1914-03-01,1914,3,52.8333333333333
"Murrumbidgee",1914-04-01,1914,4,21.4133333333333
"Murrumbidgee",1914-05-01,1914,5,30.2733333333333
"Murrumbidgee",1914-06-01,1914,6,21.3207407407407
"Murrumbidgee",1914-07-01,1914,7,16.8962962962963
"Murrumbidgee",1914-08-01,1914,8,2.6562962962963
"Murrumbidgee",1914-09-01,1914,9,9.35925925925927
"Murrumbidgee",1914-10-01,1914,10,8.71703703703703
"Murrumbidgee",1914-11-01,1914,11,27.5614814814815
"Murrumbidgee",1914-12-01,1914,12,47.2748148148148
"Murrumbidgee",1915-01-01,1915,1,7.74
"Murrumbidgee",1915-02-01,1915,2,12.4274074074074
"Murrumbidgee",1915-03-01,1915,3,11.4674074074074
"Murrumbidgee",1915-04-01,1915,4,11.5696296296296
"Murrumbidgee",1915-05-01,1915,5,70.3777777777778
"Murrumbidgee",1915-06-01,1915,6,61.3637037037037
"Murrumbidgee",1915-07-01,1915,7,46.0525925925926
"Murrumbidgee",1915-08-01,1915,8,52.5518518518519
"Murrumbidgee",1915-09-01,1915,9,53.1229629629629
"Murrumbidgee",1915-10-01,1915,10,48.5192592592593
"Murrumbidgee",1915-11-01,1915,11,1.87333333333333
"Murrumbidgee",1915-12-01,1915,12,33.4874074074074
"Murrumbidgee",1916-01-01,1916,1,21.4866666666667
"Murrumbidgee",1916-02-01,1916,2,17.9259259259259
"Murrumbidgee",1916-03-01,1916,3,10.1177777777778
"Murrumbidgee",1916-04-01,1916,4,36.6437037037037
"Murrumbidgee",1916-05-01,1916,5,19.0518518518519
"Murrumbidgee",1916-06-01,1916,6,97.6385185185185
"Murrumbidgee",1916-07-01,1916,7,71.8311111111111
"Murrumbidgee",1916-08-01,1916,8,74.1562962962963
"Murrumbidgee",1916-09-01,1916,9,90.1422222222222
"Murrumbidgee",1916-10-01,1916,10,66.8740740740741
"Murrumbidgee",1916-11-01,1916,11,90.8466666666666
"Murrumbidgee",1916-12-01,1916,12,62.9562962962963
"Murrumbidgee",1917-01-01,1917,1,62.7607407407407
"Murrumbidgee",1917-02-01,1917,2,45.9214814814815
"Murrumbidgee",1917-03-01,1917,3,21.2311111111111
