"date","year","month","rain","sixmnthtot","index","indexBelowThreshold","count","count2","sums","sums2"
1970-06-01,1970,6,17.0639095306396,263.453321456909,-3.80952380952381,-3.80952380952381,1,1,-3.80952380952381,-3.80952380952381
1970-07-01,1970,7,0,167.502637863159,-3.80952380952381,-3.80952380952381,2,2,-7.61904761904762,-7.61904761904762
1970-08-01,1970,8,21.0431270599365,147.310459136963,-4,-4,3,3,-11.6190476190476,-11.6190476190476
1970-09-01,1970,9,189.753036499023,271.261493682861,-0.761904761904762,0,0,0,0,0
1970-10-01,1970,10,25.0008850097656,267.845600128173,-1.14285714285714,-1.14285714285714,1,1,-1.14285714285714,-1.14285714285714
1970-11-01,1970,11,153.052230834961,405.913188934326,1.52380952380952,0,0,0,0,0
1970-12-01,1970,12,274.644500732422,663.493780136108,3.80952380952381,0,0,0,0,0
1971-01-01,1971,1,92.243278503418,755.737058639526,4,0,0,0,0,0
1971-02-01,1971,2,140.252410888672,874.946342468262,4,0,0,0,0,0
1971-03-01,1971,3,81.9423828125,767.135688781739,3.41463414634146,0,0,0,0,0
1971-04-01,1971,4,39.274787902832,781.409591674805,2.63414634146341,0,0,0,0,0
1971-05-01,1971,5,45.2065811157227,673.563941955567,2.04878048780488,0,0,0,0,0
1971-06-01,1971,6,9.13979053497314,408.059231758118,-1.33333333333333,-1.33333333333333,1,1,-1.33333333333333,-1.33333333333333
1971-07-01,1971,7,10.282112121582,326.098065376282,-2.0952380952381,-2.0952380952381,2,2,-3.42857142857143,-3.42857142857143
1971-08-01,1971,8,40.4003677368164,226.246022224426,-2.47619047619048,-2.47619047619048,3,3,-5.90476190476191,-5.90476190476191
1971-09-01,1971,9,40.6702194213867,184.973858833313,-3.04761904761905,-3.04761904761905,4,4,-8.95238095238095,-8.95238095238095
1971-10-01,1971,10,2.68788051605225,148.386951446533,-3.61904761904762,-3.61904761904762,5,5,-12.5714285714286,-12.5714285714286
