"year","month","rain","sum","count","duration_bom_stn","severity_bom_stn","duration_bom_stn_declared","severity_bom_stn_declared","duration_awap","severity_awap","duration_awap_declared","severity_awap_declared","duration_emast","severity_emast","duration_emast_declared","severity_emast_declared","rain_bom_stn","rain_awap","rain_emast"
1945,9,4.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,8,5.19999980926514,NA
1945,10,30.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,20.9,23.3999996185303,NA
1945,11,62,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,36.1,54.4000015258789,NA
1945,12,56.8,-2.56410256410256,1,1,-3.11811023622047,FALSE,FALSE,1,-2.59649122807018,FALSE,FALSE,NA,NA,NA,NA,56.4,64.6999969482422,NA
1946,1,24.2,-5.94871794871795,2,2,-6.61017372828396,FALSE,FALSE,2,-5.88852662630026,FALSE,FALSE,NA,NA,NA,NA,19.1,21.3999996185303,NA
1946,2,74.5,-9.05982905982906,3,3,-10.2292213473316,FALSE,FALSE,3,-9.10976556435336,FALSE,FALSE,NA,NA,NA,NA,51.3,63.9000015258789,NA
1946,3,101.2,-11.7606837606838,4,4,-13.3403324584427,FALSE,FALSE,4,-12.1186151218755,FALSE,FALSE,NA,NA,NA,NA,87.9,82.5,NA
1946,4,312.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,272.6,282.700012207031,NA
1946,5,45.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,47.3,34,NA
1946,6,126.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,97.2,90.5,NA
1946,7,2.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,0.8,0.899999976158142,NA
1946,8,1.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,0.5,0,NA
1946,9,24.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,27.2,23.2999992370605,NA
1946,10,49.4,-3.11111111111111,1,1,-2.67716535433071,FALSE,FALSE,1,-3.01754385964912,FALSE,FALSE,NA,NA,NA,NA,39.8,43.5,NA
1946,11,82.3,-5.60683760683761,2,2,-4.53543307086614,FALSE,FALSE,2,-4.91228070175439,FALSE,FALSE,NA,NA,NA,NA,91.2,89.9000015258789,NA
1946,12,34.1,-9.33333333333333,3,3,-7.84251968503937,FALSE,FALSE,3,-8,FALSE,FALSE,NA,NA,NA,NA,20.9,33.5999984741211,NA
1947,1,51.2,-12.5811965811966,4,4,-11.1441069866267,FALSE,FALSE,4,-11.0088495575221,FALSE,FALSE,NA,NA,NA,NA,32.7,38.5,NA
1947,2,172.6,NA,0,5,-12.4139482564679,TRUE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,145.4,172.300003051758,NA
1947,3,60.2,-1.4017094017094,1,6,-14.6996625421822,TRUE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,34.6,57.5999984741211,NA
1947,4,132.7,NA,0,7,-15.9060117485314,TRUE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,95.5,121.599998474121,NA
1947,5,70.9,NA,0,8,-17.8742657167854,TRUE,TRUE,0,0,FALSE,FALSE,NA,NA,NA,NA,33.2,31.7000007629395,NA
1947,6,36,NA,0,9,-19.8585176852893,TRUE,TRUE,0,0,FALSE,FALSE,NA,NA,NA,NA,15.7,17.8999996185303,NA
1947,7,14.7,NA,0,10,-21.6537932758405,TRUE,TRUE,0,0,FALSE,FALSE,NA,NA,NA,NA,15,13.8000001907349,NA
1947,8,28.6,-2.23728813559322,1,11,-24.6459192600925,TRUE,TRUE,1,-2.59649122807018,FALSE,FALSE,NA,NA,NA,NA,23.6,25,NA
1947,9,22.4,-4.33898305084746,2,12,-27.3860767404075,TRUE,TRUE,2,-4.98245614035088,FALSE,FALSE,NA,NA,NA,NA,19.9,19.5,NA
1947,10,44.6,-7.72359843546284,3,13,-30.8821397325334,TRUE,TRUE,3,-8.63157894736842,FALSE,FALSE,NA,NA,NA,NA,39.2,36.7999992370605,NA
1947,11,93,-10.834709546574,4,14,-33.3703287089114,TRUE,TRUE,4,-11.5087719298246,FALSE,FALSE,NA,NA,NA,NA,106.4,96.8000030517578,NA
1947,12,246.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,231.8,282.399993896484,NA
1948,1,171.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,134.9,138,NA
1948,2,61.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,84.5,59,NA
1948,3,78.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,48.7,49.7000007629395,NA
1948,4,27.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,19.2,21.2999992370605,NA
1948,5,131.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,127,109.199996948242,NA
1948,6,127.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,80.3,81.5999984741211,NA
1948,7,11.4,-1.35593220338983,1,1,-1.35433070866142,FALSE,FALSE,1,-1.82456140350877,FALSE,FALSE,NA,NA,NA,NA,4.4,5.69999980926514,NA
1948,8,11.5,-2.98305084745763,2,2,-3.40157480314961,FALSE,FALSE,2,-4.14035087719298,FALSE,FALSE,NA,NA,NA,NA,7.9,11.8000001907349,NA
1948,9,59.5,-4.20338983050847,3,3,-4.62992125984252,FALSE,FALSE,3,-5.26315789473684,FALSE,FALSE,NA,NA,NA,NA,47,51.2999992370605,NA
1948,10,16,-5.53672316384181,4,4,-5.73228346456693,FALSE,FALSE,4,-6.52631578947368,FALSE,FALSE,NA,NA,NA,NA,12.2,13.3999996185303,NA
1948,11,23.8,-8.51108213820078,5,5,-8.97637795275591,TRUE,FALSE,5,-9.68421052631579,TRUE,FALSE,NA,NA,NA,NA,23.1,23.2999992370605,NA
1948,12,76.1,-12.1008257279444,6,6,-12.9133858267717,TRUE,FALSE,6,-13.1228070175439,TRUE,FALSE,NA,NA,NA,NA,62.7,74.8000030517578,NA
1949,1,257.1,NA,0,7,0,TRUE,FALSE,7,0,TRUE,FALSE,NA,NA,NA,NA,193.8,207.5,NA
1949,2,136.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,119,131.399993896484,NA
1949,3,124,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,87.7,100.400001525879,NA
1949,4,29.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,24.5,22,NA
1949,5,93.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,110.7,79.6999969482422,NA
1949,6,334.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,274.9,254.699996948242,NA
1949,7,48.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,28.9,28,NA
1949,8,90.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,52.4,63.0999984741211,NA
1949,9,158.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,108.2,114,NA
1949,10,44.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,43.4,40.7999992370605,NA
1949,11,97,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,95.8,105.400001525879,NA
1949,12,50.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,39.3,47.0999984741211,NA
1950,1,147.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,130.4,129.399993896484,NA
1950,2,193.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,166.3,201.199996948242,NA
1950,3,163.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,171.1,173.899993896484,NA
1950,4,140.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,136.4,144.399993896484,NA
1950,5,125.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,118.5,107,NA
1950,6,573.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,531.3,457.700012207031,NA
1950,7,225.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,204,188.600006103516,NA
1950,8,53.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,43.5,46,NA
1950,9,85.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,100.5,80.6999969482422,NA
1950,10,119,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,124.7,115.800003051758,NA
1950,11,144,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,146.1,156.399993896484,NA
1950,12,25.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,27.2,18.5,NA
1951,1,356.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,426.7,388.299987792969,NA
1951,2,67.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,47.4,54.2000007629395,NA
1951,3,115.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,95.5,93.4000015258789,NA
1951,4,14.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,3.8,4.59999990463257,NA
1951,5,82.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,84.2,56.7999992370605,NA
1951,6,285.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,271.3,224.899993896484,NA
1951,7,18.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,11,13.3000001907349,NA
1951,8,77.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,79,63.0999984741211,NA
1951,9,71.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,70.2,84,NA
1951,10,40.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,25.1,34.0999984741211,NA
1951,11,8.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,6.9,7.80000019073486,NA
1951,12,18.8,-3.04273504273504,1,1,-2.67716535433071,FALSE,FALSE,1,-2.66666666666667,FALSE,FALSE,NA,NA,NA,NA,22.6,18.5,NA
1952,1,46.7,-5.94871794871795,2,2,-5.53430821147357,FALSE,FALSE,2,-4.89675516224189,FALSE,FALSE,NA,NA,NA,NA,47.5,47.0999984741211,NA
1952,2,46.9,-9.33333333333333,3,3,-8.83589551306087,FALSE,FALSE,3,-8.18879056047198,FALSE,FALSE,NA,NA,NA,NA,53.1,37.4000015258789,NA
1952,3,107,-12.7863247863248,4,4,-12.2644669416323,FALSE,FALSE,4,-11.693215339233,FALSE,FALSE,NA,NA,NA,NA,94,98.4000015258789,NA
1952,4,235.2,-14.0512820512821,5,5,-14.4866891638545,TRUE,FALSE,5,-13.5693215339233,TRUE,FALSE,NA,NA,NA,NA,157.9,190,NA
1952,5,36.5,NA,0,6,-16.0739907511561,TRUE,FALSE,6,-15.0914454277286,TRUE,FALSE,NA,NA,NA,NA,23.7,22.1000003814697,NA
1952,6,147.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,172.7,128.399993896484,NA
1952,7,233.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,245.6,216.100006103516,NA
1952,8,267.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,282.2,262.299987792969,NA
1952,9,18.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,5.4,9.5,NA
1952,10,117.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,99.9,93.6999969482422,NA
1952,11,55.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,44.5,52.7000007629395,NA
1952,12,47.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,50.9,55.5,NA
1953,1,68.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,51,53.5,NA
1953,2,146.9,NA,0,1,-1.07936507936508,FALSE,FALSE,1,-1.02654867256637,FALSE,FALSE,NA,NA,NA,NA,120.1,119.300003051758,NA
1953,3,85.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,51.2,63.5999984741211,NA
1953,4,19.1,-2.42735042735043,1,1,-2.66666666666667,FALSE,FALSE,1,-2.44247787610619,FALSE,FALSE,NA,NA,NA,NA,14.8,19,NA
1953,5,387.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,346.6,323.299987792969,NA
1953,6,11.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,2.1,1,NA
1953,7,31.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,8.9,9,NA
1953,8,37.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,34,35.5,NA
1953,9,37.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,46.6,50.2999992370605,NA
1953,10,56.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,47,46.7999992370605,NA
1953,11,39.2,-3.31623931623932,1,1,-3.18110236220472,FALSE,FALSE,1,-3.2280701754386,FALSE,FALSE,NA,NA,NA,NA,37.5,38.9000015258789,NA
1953,12,7.2,-6.56410256410256,2,2,-6.4251968503937,FALSE,FALSE,2,-6.3859649122807,FALSE,FALSE,NA,NA,NA,NA,7.7,9.19999980926514,NA
1954,1,129.5,-8.51282051282051,3,3,-7.50456192975878,FALSE,FALSE,3,-7.69569942555504,FALSE,FALSE,NA,NA,NA,NA,127.9,128.399993896484,NA
1954,2,279.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,276,272.299987792969,NA
1954,3,21.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,31,20.8999996185303,NA
1954,4,24,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,41.3,28.8999996185303,NA
1954,5,28.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,15.5,15.5,NA
1954,6,10.4,-1.08474576271186,1,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,5.9,6,NA
1954,7,92.9,-2.16949152542373,2,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,56.8,61.7000007629395,NA
1954,8,30.3,-5.96610169491525,3,1,-3.37007874015748,FALSE,FALSE,1,-3.57894736842105,FALSE,FALSE,NA,NA,NA,NA,28.9,28.2999992370605,NA
1954,9,49.3,-9.28813559322034,4,2,-6.61417322834646,FALSE,FALSE,2,-6.80701754385965,FALSE,FALSE,NA,NA,NA,NA,31.2,38,NA
1954,10,178.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,160.1,173.300003051758,NA
1954,11,121.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,108.9,115.800003051758,NA
1954,12,61.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,46.9,52.9000015258789,NA
1955,1,135.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,100.1,93.0999984741211,NA
1955,2,298.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,271.1,279.600006103516,NA
1955,3,180.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,99.7,106.300003051758,NA
1955,4,86.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,43.8,70.6999969482422,NA
1955,5,223.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,169.9,168.300003051758,NA
1955,6,52.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,22.1,16.8999996185303,NA
1955,7,17.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,6.4,4.30000019073486,NA
1955,8,12.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,12,10.5,NA
1955,9,29.2,NA,0,1,-1.35433070866142,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,26.2,28,NA
1955,10,58.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,77.8,58.9000015258789,NA
1955,11,199.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,191.7,204,NA
1955,12,168.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,131.8,148.699996948242,NA
1956,1,147.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,158.7,139.100006103516,NA
1956,2,500.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,519.1,476,NA
1956,3,326.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,334.5,295.200012207031,NA
1956,4,32.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,17.5,30.3999996185303,NA
1956,5,113,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,73.8,87.8000030517578,NA
1956,6,165.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,133.2,121.400001525879,NA
1956,7,45.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,38.9,39.4000015258789,NA
1956,8,68.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,49.5,56.5,NA
1956,9,30.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,33.5,29.3999996185303,NA
1956,10,64.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,59.4,65.5999984741211,NA
1956,11,8.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,2,4.30000019073486,NA
1956,12,42.5,-2.42735042735043,1,1,-1.60629921259843,FALSE,FALSE,1,-1.75438596491228,FALSE,FALSE,NA,NA,NA,NA,78,58,NA
1957,1,58.6,-4.99145299145299,2,2,-3.63804524434446,FALSE,FALSE,2,-3.70128861977954,FALSE,FALSE,NA,NA,NA,NA,56.9,55.5999984741211,NA
1957,2,113,-7.48717948717949,3,3,-5.4793150856143,FALSE,FALSE,3,-5.64819127464679,FALSE,FALSE,NA,NA,NA,NA,102.4,116.900001525879,NA
1957,3,54.1,-10.3931623931624,4,4,-8.20947381577303,FALSE,FALSE,4,-8.58624437199193,FALSE,FALSE,NA,NA,NA,NA,28.1,19.8999996185303,NA
1957,4,29,-13.9145299145299,5,5,-11.5745531808524,TRUE,FALSE,5,-12.090669150753,TRUE,FALSE,NA,NA,NA,NA,16.7,22.7999992370605,NA
1957,5,2.8,-17.4358974358974,6,6,-15.0666166729159,TRUE,FALSE,6,-15.5242974693371,TRUE,FALSE,NA,NA,NA,NA,1.8,1.5,NA
1957,6,25.3,-21.232507605389,7,7,-18.7516560429946,TRUE,TRUE,7,-19.1734202763546,TRUE,TRUE,NA,NA,NA,NA,20.4,21.8999996185303,NA
1957,7,110.2,-24.0799652325076,8,8,-21.7437820272466,TRUE,TRUE,8,-22.2611395746002,TRUE,TRUE,NA,NA,NA,NA,104.6,95.9000015258789,NA
1957,8,119.3,-26.4528465884398,9,9,-24.105986751656,TRUE,TRUE,9,-24.9979816798634,TRUE,TRUE,NA,NA,NA,NA,92.3,95.3000030517578,NA
1957,9,5.5,-28.961321164711,10,10,-26.2792150981127,TRUE,TRUE,10,-27.2435957149511,TRUE,TRUE,NA,NA,NA,NA,0,0,NA
1957,10,9.8,-31.5254237288136,11,11,-28.5784276965379,TRUE,TRUE,11,-29.6997360658283,TRUE,TRUE,NA,NA,NA,NA,9.4,5.40000009536743,NA
1957,11,22.4,-33.8843980877879,12,12,-30.6886639170104,TRUE,TRUE,12,-32.0155255395125,TRUE,TRUE,NA,NA,NA,NA,19.6,20.7000007629395,NA
1957,12,50.5,-35.3544835578734,13,13,-31.9800024996875,TRUE,TRUE,13,-33.6295606272318,TRUE,TRUE,NA,NA,NA,NA,46.4,48.7000007629395,NA
1958,1,137.2,-36.7561929595828,14,14,-33.9482564679415,TRUE,TRUE,14,-35.0808880608601,TRUE,TRUE,NA,NA,NA,NA,113,128.399993896484,NA
1958,2,187.5,NA,0,15,-36.6784151981002,TRUE,TRUE,15,-36.8154013351964,TRUE,TRUE,NA,NA,NA,NA,103.1,143.399993896484,NA
1958,3,285.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,251.9,243.5,NA
1958,4,59.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,57.2,56.2000007629395,NA
1958,5,12.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,6.9,7.40000009536743,NA
1958,6,154.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,138,125.400001525879,NA
1958,7,23.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,13.3,14.1999998092651,NA
1958,8,54,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,50.4,44.7000007629395,NA
1958,9,34.4,-1.69491525423729,1,0,0,FALSE,FALSE,1,-1.19298245614035,FALSE,FALSE,NA,NA,NA,NA,26.7,31.7999992370605,NA
1958,10,48.6,-3.43850499782703,2,1,-1.35433070866142,FALSE,FALSE,2,-2.59649122807018,FALSE,FALSE,NA,NA,NA,NA,36.3,39.5,NA
1958,11,10.6,-4.9085904679125,3,2,-2.89763779527559,FALSE,FALSE,3,-4.14035087719298,FALSE,FALSE,NA,NA,NA,NA,8.6,7.80000019073486,NA
1958,12,95.3,-7.26756482688686,4,3,-5.95275590551181,FALSE,FALSE,4,-7.01754385964912,FALSE,FALSE,NA,NA,NA,NA,58.1,70.5999984741211,NA
1959,1,132.2,NA,0,4,-7.34958130233721,FALSE,FALSE,5,-8.53966775345443,TRUE,FALSE,NA,NA,NA,NA,115.5,102.699996948242,NA
1959,2,163.8,NA,0,0,0,FALSE,FALSE,6,0,TRUE,FALSE,NA,NA,NA,NA,188,155.5,NA
1959,3,139.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,144.5,118.300003051758,NA
1959,4,46.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,34.8,48.5999984741211,NA
1959,5,28.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,16.5,17,NA
1959,6,93.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,74.6,75.5999984741211,NA
1959,7,110.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,78.5,76.9000015258789,NA
1959,8,41.3,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,22,21.7000007629395,NA
1959,9,57.8,-1.08474576271186,1,1,-1.73228346456693,FALSE,FALSE,1,-1.05263157894737,FALSE,FALSE,NA,NA,NA,NA,40.2,41.2999992370605,NA
1959,10,203.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,164.7,156.600006103516,NA
1959,11,95.9,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,115,107.199996948242,NA
1959,12,59.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,48.7,60.5,NA
1960,1,77.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,68.9,81.3000030517578,NA
1960,2,94.8,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,118.2,95.1999969482422,NA
1960,3,59,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,31.5,51.7000007629395,NA
1960,4,30.1,-2.63247863247863,1,1,-1.71428571428571,FALSE,FALSE,1,-1.23893805309735,FALSE,FALSE,NA,NA,NA,NA,27.9,34.2000007629395,NA
1960,5,100.7,-4.92307692307692,2,2,-3.61904761904762,FALSE,FALSE,2,-2.69026548672566,FALSE,FALSE,NA,NA,NA,NA,71.8,90.8000030517578,NA
1960,6,56.2,-7.22816166883964,3,3,-5.91826021747282,FALSE,FALSE,3,-4.16394969725198,FALSE,FALSE,NA,NA,NA,NA,28.5,27.8999996185303,NA
1960,7,78.2,-8.92307692307692,4,4,-7.8395200599925,FALSE,FALSE,4,-5.35693215339233,FALSE,FALSE,NA,NA,NA,NA,57.6,66.5,NA
1960,8,43.1,-11.0247718383312,5,5,-10.3907011623547,TRUE,FALSE,5,-6.97096724111163,TRUE,FALSE,NA,NA,NA,NA,41.5,35.5,NA
1960,9,49.2,-12.4485006518905,6,6,-12.0599925009374,TRUE,FALSE,6,0,TRUE,FALSE,NA,NA,NA,NA,41.4,39.9000015258789,NA
1960,10,178.7,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,122.5,132.5,NA
1960,11,61.6,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,51.8,45.7999992370605,NA
1960,12,197,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,155.9,163.899993896484,NA
1961,1,63.2,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,78.3,69.5,NA
1961,2,73,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,58.7,67.5,NA
1961,3,77.5,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,92.3,89.5,NA
1961,4,79.4,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,77.8,82.0999984741211,NA
1961,5,16.1,NA,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,NA,NA,NA,NA,6.7,8.89999961853027,NA
