"lon","lat","values","gridname"
150.8929227,-33.8210665,93.1999969482422,"totals_1900010119000131.tif"
150.8929227,-33.8210665,43.9000015258789,"totals_1900020119000228.tif"
150.8929227,-33.8210665,98.6999969482422,"totals_1900030119000331.tif"
150.8929227,-33.8210665,86.3000030517578,"totals_1900040119000430.tif"
150.8929227,-33.8210665,163.800003051758,"totals_1900050119000531.tif"
150.8929227,-33.8210665,133.699996948242,"totals_1900060119000630.tif"
150.8929227,-33.8210665,288.200012207031,"totals_1900070119000731.tif"
150.8929227,-33.8210665,23.2999992370605,"totals_1900080119000831.tif"
150.8929227,-33.8210665,35.9000015258789,"totals_1900090119000930.tif"
150.8929227,-33.8210665,13.1999998092651,"totals_1900100119001031.tif"
150.8929227,-33.8210665,165,"totals_1900110119001130.tif"
150.8929227,-33.8210665,39.0999984741211,"totals_1900120119001231.tif"
150.8929227,-33.8210665,104.199996948242,"totals_1901010119010131.tif"
150.8929227,-33.8210665,43.2000007629395,"totals_1901020119010228.tif"
150.8929227,-33.8210665,82.4000015258789,"totals_1901030119010331.tif"
150.8929227,-33.8210665,73.0999984741211,"totals_1901040119010430.tif"
150.8929227,-33.8210665,19.8999996185303,"totals_1901050119010531.tif"
150.8929227,-33.8210665,17.6000003814697,"totals_1901060119010630.tif"
150.8929227,-33.8210665,18.8999996185303,"totals_1901070119010731.tif"
150.8929227,-33.8210665,118.599998474121,"totals_1901080119010831.tif"
150.8929227,-33.8210665,49.2000007629395,"totals_1901090119010930.tif"
150.8929227,-33.8210665,42.5999984741211,"totals_1901100119011031.tif"
150.8929227,-33.8210665,44.0999984741211,"totals_1901110119011130.tif"
150.8929227,-33.8210665,12.1000003814697,"totals_1901120119011231.tif"
150.8929227,-33.8210665,28.2000007629395,"totals_1902010119020131.tif"
150.8929227,-33.8210665,2.20000004768372,"totals_1902020119020228.tif"
150.8929227,-33.8210665,22.7999992370605,"totals_1902030119020331.tif"
150.8929227,-33.8210665,26.2999992370605,"totals_1902040119020430.tif"
150.8929227,-33.8210665,5,"totals_1902050119020531.tif"
150.8929227,-33.8210665,7.19999980926514,"totals_1902060119020630.tif"
150.8929227,-33.8210665,23.7999992370605,"totals_1902070119020731.tif"
150.8929227,-33.8210665,49.9000015258789,"totals_1902080119020831.tif"
150.8929227,-33.8210665,58.9000015258789,"totals_1902090119020930.tif"
150.8929227,-33.8210665,108.699996948242,"totals_1902100119021031.tif"
150.8929227,-33.8210665,57.9000015258789,"totals_1902110119021130.tif"
150.8929227,-33.8210665,109.800003051758,"totals_1902120119021231.tif"
150.8929227,-33.8210665,50.0999984741211,"totals_1903010119030131.tif"
150.8929227,-33.8210665,11.1999998092651,"totals_1903020119030228.tif"
150.8929227,-33.8210665,61.2000007629395,"totals_1903030119030331.tif"
150.8929227,-33.8210665,51.5999984741211,"totals_1903040119030430.tif"
150.8929227,-33.8210665,48.5,"totals_1903050119030531.tif"
150.8929227,-33.8210665,27,"totals_1903060119030630.tif"
150.8929227,-33.8210665,81.8000030517578,"totals_1903070119030731.tif"
150.8929227,-33.8210665,70.8000030517578,"totals_1903080119030831.tif"
150.8929227,-33.8210665,111.900001525879,"totals_1903090119030930.tif"
150.8929227,-33.8210665,77.5999984741211,"totals_1903100119031031.tif"
150.8929227,-33.8210665,31.6000003814697,"totals_1903110119031130.tif"
150.8929227,-33.8210665,118.199996948242,"totals_1903120119031231.tif"
150.8929227,-33.8210665,31.2999992370605,"totals_1904010119040131.tif"
150.8929227,-33.8210665,99,"totals_1904020119040229.tif"
150.8929227,-33.8210665,70.9000015258789,"totals_1904030119040331.tif"
150.8929227,-33.8210665,264.399993896484,"totals_1904040119040430.tif"
150.8929227,-33.8210665,26.5,"totals_1904050119040531.tif"
150.8929227,-33.8210665,2.20000004768372,"totals_1904060119040630.tif"
150.8929227,-33.8210665,302.100006103516,"totals_1904070119040731.tif"
150.8929227,-33.8210665,53.7000007629395,"totals_1904080119040831.tif"
150.8929227,-33.8210665,16.1000003814697,"totals_1904090119040930.tif"
150.8929227,-33.8210665,40.7999992370605,"totals_1904100119041031.tif"
150.8929227,-33.8210665,15.8000001907349,"totals_1904110119041130.tif"
150.8929227,-33.8210665,25.1000003814697,"totals_1904120119041231.tif"
150.8929227,-33.8210665,33.7000007629395,"totals_1905010119050131.tif"
150.8929227,-33.8210665,30.5,"totals_1905020119050228.tif"
150.8929227,-33.8210665,84.8000030517578,"totals_1905030119050331.tif"
150.8929227,-33.8210665,88.0999984741211,"totals_1905040119050430.tif"
150.8929227,-33.8210665,60.7000007629395,"totals_1905050119050531.tif"
150.8929227,-33.8210665,27.5,"totals_1905060119050630.tif"
150.8929227,-33.8210665,4.90000009536743,"totals_1905070119050731.tif"
150.8929227,-33.8210665,7.09999990463257,"totals_1905080119050831.tif"
150.8929227,-33.8210665,36.4000015258789,"totals_1905090119050930.tif"
150.8929227,-33.8210665,41.4000015258789,"totals_1905100119051031.tif"
150.8929227,-33.8210665,24.2999992370605,"totals_1905110119051130.tif"
150.8929227,-33.8210665,113.5,"totals_1905120119051231.tif"
150.8929227,-33.8210665,61.0999984741211,"totals_1906010119060131.tif"
150.8929227,-33.8210665,18.6000003814697,"totals_1906020119060228.tif"
150.8929227,-33.8210665,134.5,"totals_1906030119060331.tif"
150.8929227,-33.8210665,6.59999990463257,"totals_1906040119060430.tif"
150.8929227,-33.8210665,43.5999984741211,"totals_1906050119060531.tif"
150.8929227,-33.8210665,20.3999996185303,"totals_1906060119060630.tif"
150.8929227,-33.8210665,2.79999995231628,"totals_1906070119060731.tif"
150.8929227,-33.8210665,126.099998474121,"totals_1906080119060831.tif"
150.8929227,-33.8210665,21.3999996185303,"totals_1906090119060930.tif"
150.8929227,-33.8210665,46,"totals_1906100119061031.tif"
150.8929227,-33.8210665,76.3000030517578,"totals_1906110119061130.tif"
