"lon","lat","values","gridname"
150.8929227,-33.8210665,95.95068359375,"precipitation_197001.tif"
150.8929227,-33.8210665,41.2353057861328,"precipitation_197002.tif"
150.8929227,-33.8210665,65.802001953125,"precipitation_197003.tif"
150.8929227,-33.8210665,28.4167785644531,"precipitation_197004.tif"
150.8929227,-33.8210665,14.9846420288086,"precipitation_197005.tif"
150.8929227,-33.8210665,17.0639095306396,"precipitation_197006.tif"
150.8929227,-33.8210665,0,"precipitation_197007.tif"
150.8929227,-33.8210665,21.0431270599365,"precipitation_197008.tif"
150.8929227,-33.8210665,189.753036499023,"precipitation_197009.tif"
150.8929227,-33.8210665,25.0008850097656,"precipitation_197010.tif"
150.8929227,-33.8210665,153.052230834961,"precipitation_197011.tif"
150.8929227,-33.8210665,274.644500732422,"precipitation_197012.tif"
150.8929227,-33.8210665,92.243278503418,"precipitation_197101.tif"
150.8929227,-33.8210665,140.252410888672,"precipitation_197102.tif"
150.8929227,-33.8210665,81.9423828125,"precipitation_197103.tif"
150.8929227,-33.8210665,39.274787902832,"precipitation_197104.tif"
150.8929227,-33.8210665,45.2065811157227,"precipitation_197105.tif"
150.8929227,-33.8210665,9.13979053497314,"precipitation_197106.tif"
150.8929227,-33.8210665,10.282112121582,"precipitation_197107.tif"
150.8929227,-33.8210665,40.4003677368164,"precipitation_197108.tif"
150.8929227,-33.8210665,40.6702194213867,"precipitation_197109.tif"
150.8929227,-33.8210665,2.68788051605225,"precipitation_197110.tif"
150.8929227,-33.8210665,68.0030517578125,"precipitation_197111.tif"
150.8929227,-33.8210665,147.791015625,"precipitation_197112.tif"
150.8929227,-33.8210665,272.584106445312,"precipitation_197201.tif"
150.8929227,-33.8210665,70.3505706787109,"precipitation_197202.tif"
150.8929227,-33.8210665,152.911743164062,"precipitation_197203.tif"
150.8929227,-33.8210665,74.3772277832031,"precipitation_197204.tif"
150.8929227,-33.8210665,32.2152290344238,"precipitation_197205.tif"
150.8929227,-33.8210665,43.0605316162109,"precipitation_197206.tif"
150.8929227,-33.8210665,1.2696373462677,"precipitation_197207.tif"
150.8929227,-33.8210665,34.848705291748,"precipitation_197208.tif"
150.8929227,-33.8210665,17.9363594055176,"precipitation_197209.tif"
150.8929227,-33.8210665,199.213592529297,"precipitation_197210.tif"
150.8929227,-33.8210665,47.7990951538086,"precipitation_197211.tif"
150.8929227,-33.8210665,30.5575637817383,"precipitation_197212.tif"
150.8929227,-33.8210665,83.8920745849609,"precipitation_197301.tif"
150.8929227,-33.8210665,274.370697021484,"precipitation_197302.tif"
150.8929227,-33.8210665,22.1335582733154,"precipitation_197303.tif"
150.8929227,-33.8210665,44.8333282470703,"precipitation_197304.tif"
150.8929227,-33.8210665,24.2951316833496,"precipitation_197305.tif"
150.8929227,-33.8210665,25.3916053771973,"precipitation_197306.tif"
150.8929227,-33.8210665,74.7215118408203,"precipitation_197307.tif"
150.8929227,-33.8210665,44.5358543395996,"precipitation_197308.tif"
150.8929227,-33.8210665,31.3885669708252,"precipitation_197309.tif"
150.8929227,-33.8210665,106.550842285156,"precipitation_197310.tif"
150.8929227,-33.8210665,119.384719848633,"precipitation_197311.tif"
