"year","month","rain_bom_stn","rain_awap","rain_emast"
2006,7,43.4,44.9000015258789,39.560302734375
2006,8,45.5,33.2999992370605,37.2667045593262
2006,9,114.3,138.699996948242,144.139465332031
2006,10,5.7,5.5,5.28040027618408
2006,11,26.6,29.2999992370605,33.273136138916
2006,12,51.6,54.2999992370605,53.0034103393555
2007,1,45.1,34.5999984741211,38.077091217041
2007,2,150.5,167.699996948242,172.375671386719
2007,3,69.7,73.3000030517578,69.0094757080078
2007,4,65,69.0999984741211,64.2574005126953
2007,5,19.7,16.8999996185303,17.5546340942383
2007,6,284.6,314.600006103516,305.602569580078
2007,7,23.6,28.8999996185303,27.3243350982666
2007,8,77,58.9000015258789,83.4408340454102
2007,9,21.4,20.2999992370605,23.8555431365967
2007,10,29.8,21.7999992370605,27.6066455841064
2007,11,143.4,154.699996948242,162.726043701172
2007,12,112.4,115.400001525879,123.653793334961
2008,1,83.2,90.8000030517578,86.1567840576172
2008,2,260.3,266.299987792969,278.023712158203
2008,3,79.5,69.9000015258789,63.799186706543
2008,4,79.9,75.8000030517578,73.6974792480469
2008,5,3.8,2.79999995231628,4.34442710876465
2008,6,102,105.599998474121,93.1921615600586
2008,7,31.3,26.7999992370605,25.5502986907959
2008,8,29.4,24,27.4884433746338
2008,9,50,54.5,54.0296669006348
2008,10,53.5,61.4000015258789,56.9021797180176
2008,11,73,70.8000030517578,66.227897644043
2008,12,71.4,78.8000030517578,83.0175552368164
2009,1,22.4,25.8999996185303,23.6936016082764
2009,2,140.5,139.199996948242,133.775024414062
2009,3,54.1,67.8000030517578,67.9291534423828
2009,4,111.8,111.199996948242,114.532554626465
2009,5,91.4,87.1999969482422,95.5356826782227
2009,6,52.6,45.7000007629395,42.9743499755859
2009,7,27.6,24.6000003814697,24.8151454925537
2009,8,5.9,5.19999980926514,6.18008899688721
2009,9,16.3,18.6000003814697,18.7339706420898
2009,10,84,106.300003051758,98.6068801879883
2009,11,12.5,13.8000001907349,17.2225322723389
2009,12,63.3,55,61.9631538391113
2010,1,34,29.2000007629395,29.0642223358154
2010,2,199.7,199.5,217.454238891602
2010,3,81.5,78.6999969482422,75.6800994873047
2010,4,22.1,20.7000007629395,21.6956367492676
2010,5,72.1,62.2999992370605,70.6795501708984
2010,6,76.3,86.3000030517578,80.1543502807617
2010,7,39,42.4000015258789,45.3880729675293
2010,8,24.1,19.2999992370605,22.1018180847168
2010,9,29.9,37.2000007629395,35.7548828125
2010,10,90.5,77.1999969482422,71.2207183837891
2010,11,103.6,114.800003051758,125.498527526855
2010,12,97,84.3000030517578,90.0436935424805
2011,1,68.5,44.2999992370605,43.0158462524414
2011,2,18.7,19.7000007629395,19.9504585266113
2011,3,83.4,90.6999969482422,94.721923828125
2011,4,96.4,82.6999969482422,78.1030502319336
2011,5,62.4,73.3000030517578,72.7303466796875
2011,6,49.7,57.7999992370605,53.5310974121094
2011,7,85.2,71,77.4378356933594
2011,8,33.6,33.9000015258789,38.996208190918
2011,9,57.7,73.9000015258789,69.9510345458984
2011,10,42.5,40.7000007629395,35.3537254333496
2011,11,151.8,131.899993896484,138.4501953125
2011,12,117.7,108.099998474121,105.029975891113
2012,1,140.6,145.899993896484,139.84326171875
2012,2,177.5,190.699996948242,174.31477355957
2012,3,196.3,195.600006103516,194.611740112305
2012,4,157.5,142.199996948242,141.113632202148
2012,5,18.2,14.5,14.4334774017334
2012,6,117.9,116.300003051758,110.575592041016
2012,7,23,22.7999992370605,21.2553024291992
2012,8,5.6,6.30000019073486,6.69887733459473
2012,9,21,20.3999996185303,22.1813697814941
2012,10,35.5,30.2999992370605,31.6725482940674
2012,11,35.8,42.2999992370605,45.2517890930176
2012,12,40.7,36.5999984741211,37.9481925964355
2013,1,134.8,114.599998474121,NA
2013,2,164.1,151.300003051758,NA
2013,3,82.4,82,NA
2013,4,65.5,58.5999984741211,NA
2013,5,40,39.4000015258789,NA
2013,6,146.1,139.899993896484,NA
2013,7,11.1,8,NA
2013,8,8.6,7.80000019073486,NA
2013,9,20.9,18.2000007629395,NA
2013,10,9.7,6.90000009536743,NA
2013,11,179.1,156.300003051758,NA
2013,12,32.3,31.1000003814697,NA
2014,1,20.9,20.5,NA
2014,2,66.2,69.0999984741211,NA
2014,3,197,156.300003051758,NA
2014,4,38.5,43.0999984741211,NA
2014,5,7.2,5.5,NA
2014,6,33.9,30,NA
2014,7,11.1,13.3999996185303,NA
2014,8,155,149.199996948242,NA
2014,9,29,27.5,NA
2014,10,80.2,70.3000030517578,NA
2014,11,38.1,38.2999992370605,NA
2014,12,207.3,188.100006103516,NA
