"year","month","rain_bom_stn","rain_awap","rain_emast"
1952,4,157.9,190,NA
1952,5,23.7,22.1000003814697,NA
1952,6,172.7,128.399993896484,NA
1952,7,245.6,216.100006103516,NA
1952,8,282.2,262.299987792969,NA
1952,9,5.4,9.5,NA
1952,10,99.9,93.6999969482422,NA
1952,11,44.5,52.7000007629395,NA
1952,12,50.9,55.5,NA
1953,1,51,53.5,NA
1953,2,120.1,119.300003051758,NA
1953,3,51.2,63.5999984741211,NA
1953,4,14.8,19,NA
1953,5,346.6,323.299987792969,NA
1953,6,2.1,1,NA
1953,7,8.9,9,NA
1953,8,34,35.5,NA
1953,9,46.6,50.2999992370605,NA
1953,10,47,46.7999992370605,NA
1953,11,37.5,38.9000015258789,NA
1953,12,7.7,9.19999980926514,NA
1954,1,127.9,128.399993896484,NA
1954,2,276,272.299987792969,NA
1954,3,31,20.8999996185303,NA
1954,4,41.3,28.8999996185303,NA
1954,5,15.5,15.5,NA
1954,6,5.9,6,NA
1954,7,56.8,61.7000007629395,NA
1954,8,28.9,28.2999992370605,NA
1954,9,31.2,38,NA
1954,10,160.1,173.300003051758,NA
1954,11,108.9,115.800003051758,NA
1954,12,46.9,52.9000015258789,NA
1955,1,100.1,93.0999984741211,NA
1955,2,271.1,279.600006103516,NA
1955,3,99.7,106.300003051758,NA
1955,4,43.8,70.6999969482422,NA
1955,5,169.9,168.300003051758,NA
1955,6,22.1,16.8999996185303,NA
1955,7,6.4,4.30000019073486,NA
1955,8,12,10.5,NA
1955,9,26.2,28,NA
1955,10,77.8,58.9000015258789,NA
1955,11,191.7,204,NA
1955,12,131.8,148.699996948242,NA
1956,1,158.7,139.100006103516,NA
1956,2,519.1,476,NA
1956,3,334.5,295.200012207031,NA
1956,4,17.5,30.3999996185303,NA
1956,5,73.8,87.8000030517578,NA
1956,6,133.2,121.400001525879,NA
1956,7,38.9,39.4000015258789,NA
1956,8,49.5,56.5,NA
1956,9,33.5,29.3999996185303,NA
1956,10,59.4,65.5999984741211,NA
1956,11,2,4.30000019073486,NA
1956,12,78,58,NA
1957,1,56.9,55.5999984741211,NA
1957,2,102.4,116.900001525879,NA
1957,3,28.1,19.8999996185303,NA
1957,4,16.7,22.7999992370605,NA
1957,5,1.8,1.5,NA
1957,6,20.4,21.8999996185303,NA
1957,7,104.6,95.9000015258789,NA
1957,8,92.3,95.3000030517578,NA
1957,9,0,0,NA
1957,10,9.4,5.40000009536743,NA
1957,11,19.6,20.7000007629395,NA
1957,12,46.4,48.7000007629395,NA
1958,1,113,128.399993896484,NA
1958,2,103.1,143.399993896484,NA
1958,3,251.9,243.5,NA
1958,4,57.2,56.2000007629395,NA
1958,5,6.9,7.40000009536743,NA
1958,6,138,125.400001525879,NA
1958,7,13.3,14.1999998092651,NA
1958,8,50.4,44.7000007629395,NA
1958,9,26.7,31.7999992370605,NA
1958,10,36.3,39.5,NA
1958,11,8.6,7.80000019073486,NA
1958,12,58.1,70.5999984741211,NA
1959,1,115.5,102.699996948242,NA
1959,2,188,155.5,NA
1959,3,144.5,118.300003051758,NA
1959,4,34.8,48.5999984741211,NA
1959,5,16.5,17,NA
1959,6,74.6,75.5999984741211,NA
1959,7,78.5,76.9000015258789,NA
1959,8,22,21.7000007629395,NA
1959,9,40.2,41.2999992370605,NA
1959,10,164.7,156.600006103516,NA
1959,11,115,107.199996948242,NA
1959,12,48.7,60.5,NA
1960,1,68.9,81.3000030517578,NA
1960,2,118.2,95.1999969482422,NA
1960,3,31.5,51.7000007629395,NA
1960,4,27.9,34.2000007629395,NA
1960,5,71.8,90.8000030517578,NA
1960,6,28.5,27.8999996185303,NA
1960,7,57.6,66.5,NA
1960,8,41.5,35.5,NA
1960,9,41.4,39.9000015258789,NA
1960,10,122.5,132.5,NA
1960,11,51.8,45.7999992370605,NA
1960,12,155.9,163.899993896484,NA
1961,1,78.3,69.5,NA
1961,2,58.7,67.5,NA
1961,3,92.3,89.5,NA
1961,4,77.8,82.0999984741211,NA
1961,5,6.7,8.89999961853027,NA
1961,6,31.9,32.7999992370605,NA
1961,7,40.7,39.4000015258789,NA
1961,8,151.1,149.899993896484,NA
1961,9,20.5,19,NA
1961,10,53.6,64.9000015258789,NA
1961,11,391.3,421.700012207031,NA
1961,12,156,135.300003051758,NA
1962,1,219.5,204.300003051758,NA
1962,2,139,137.399993896484,NA
1962,3,40.7,43.7000007629395,NA
1962,4,30.4,31.8999996185303,NA
1962,5,217,224.399993896484,NA
1962,6,2.8,1,NA
1962,7,61.5,55.5999984741211,NA
1962,8,76,77.5999984741211,NA
1962,9,87.4,75,NA
1962,10,33.5,27.3999996185303,NA
1962,11,16.8,13,NA
1962,12,190.7,195.800003051758,NA
1963,1,151.8,173.300003051758,NA
1963,2,86.6,86.8000030517578,NA
1963,3,201.7,214.699996948242,NA
1963,4,184.6,218.100006103516,NA
1963,5,174,159.399993896484,NA
1963,6,142.2,133.300003051758,NA
1963,7,24,25.6000003814697,NA
1963,8,154.1,160.399993896484,NA
1963,9,50.1,48.9000015258789,NA
1963,10,42.3,42.7999992370605,NA
1963,11,45.8,47.5,NA
1963,12,202.9,197.5,NA
1964,1,12.2,17.1000003814697,NA
1964,2,29.9,32.5,NA
1964,3,99.6,102.400001525879,NA
1964,4,119.5,131.5,NA
1964,5,10,11.1000003814697,NA
1964,6,304.5,317.399993896484,NA
1964,7,7.4,8.10000038146973,NA
1964,8,44.7,34.2000007629395,NA
1964,9,9.1,13.3000001907349,NA
1964,10,68.5,82.3000030517578,NA
1964,11,74.1,69.0999984741211,NA
1964,12,37.6,37,NA
1965,1,26.5,24.6000003814697,NA
1965,2,7.7,8.39999961853027,NA
1965,3,6.6,8.89999961853027,NA
1965,4,61,62.2999992370605,NA
1965,5,14.3,17.7000007629395,NA
1965,6,75,72.5999984741211,NA
1965,7,121.3,137.699996948242,NA
1965,8,13.2,11.1999998092651,NA
1965,9,66,60.2999992370605,NA
1965,10,166.1,163.899993896484,NA
1965,11,13.3,13,NA
1965,12,38.1,38.7000007629395,NA
1966,1,23.5,23.5,NA
1966,2,98,100,NA
1966,3,57.2,69.5999984741211,NA
1966,4,86.2,82.8000030517578,NA
1966,5,19,22.8999996185303,NA
1966,6,66.7,63.7000007629395,NA
1966,7,8.2,9.5,NA
1966,8,36.8,40.0999984741211,NA
1966,9,46.1,43.7000007629395,NA
1966,10,44,56.2000007629395,NA
1966,11,132.9,161.600006103516,NA
1966,12,86.9,86.5999984741211,NA
1967,1,162,165.800003051758,NA
1967,2,131.6,139.800003051758,NA
1967,3,171,160,NA
1967,4,32,20.5,NA
1967,5,20.2,19.8999996185303,NA
1967,6,159,148.300003051758,NA
1967,7,11.8,10.3999996185303,NA
1967,8,179.2,178.100006103516,NA
1967,9,55,55.5999984741211,NA
1967,10,77.6,63.5999984741211,NA
1967,11,49.8,40.5999984741211,NA
1967,12,9,10.8999996185303,NA
1968,1,190.2,174.399993896484,NA
1968,2,8.9,12.1000003814697,NA
1968,3,156.1,123.199996948242,NA
1968,4,18.8,19,NA
1968,5,84.4,105.5,NA
1968,6,8.2,6,NA
1968,7,30,31.7999992370605,NA
1968,8,19,21,NA
1968,9,0.3,2.40000009536743,NA
1968,10,0.5,2,NA
1968,11,20.9,20.7000007629395,NA
1968,12,101.7,105,NA
1969,1,32.7,40.5999984741211,NA
1969,2,196.4,230.199996948242,NA
1969,3,89.2,104.400001525879,NA
1969,4,170.5,171,NA
1969,5,32.2,28,NA
1969,6,71.3,77.5999984741211,NA
1969,7,21.4,22.2999992370605,NA
1969,8,129.2,120.900001525879,NA
1969,9,72.2,55.5999984741211,NA
1969,10,80.4,77,NA
1969,11,237.2,213.5,NA
1969,12,36.6,31.8999996185303,NA
1970,1,95.6,110.199996948242,NA
1970,2,38.9,45.7999992370605,NA
1970,3,75.6,69.5999984741211,NA
1970,4,25.6,28.1000003814697,NA
1970,5,17.1,16.2000007629395,NA
1970,6,16,16.8999996185303,17.0639095306396
1970,7,0,0.5,0
1970,8,20.2,19.1000003814697,21.0431270599365
1970,9,152.8,177.600006103516,189.753036499023
1970,10,25.3,26.1000003814697,25.0008850097656
1970,11,128,133.100006103516,153.052230834961
1970,12,266.6,237,274.644500732422
1971,1,70.9,85.4000015258789,92.243278503418
1971,2,124.7,134.800003051758,140.252410888672
1971,3,81.8,77.5999984741211,81.9423828125
1971,4,33.8,41.2999992370605,39.274787902832
1971,5,43.9,44.2999992370605,45.2065811157227
1971,6,6.2,7.80000019073486,9.13979053497314
1971,7,8.7,13,10.282112121582
1971,8,41.1,41,40.4003677368164
1971,9,48.4,52.2000007629395,40.6702194213867
1971,10,2.6,1.39999997615814,2.68788051605225
1971,11,77.6,66,68.0030517578125
1971,12,159.4,156.600006103516,147.791015625
1972,1,305.3,277.799987792969,272.584106445312
1972,2,79.9,69.0999984741211,70.3505706787109
1972,3,156.8,130.100006103516,152.911743164062
1972,4,61.6,75.4000015258789,74.3772277832031
1972,5,28,30.8999996185303,32.2152290344238
1972,6,31.5,44.5,43.0605316162109
1972,7,1.3,1.5,1.2696373462677
1972,8,38.1,39.4000015258789,34.848705291748
1972,9,16.3,18.8999996185303,17.9363594055176
1972,10,178.4,167.600006103516,199.213592529297
1972,11,42.1,49.7000007629395,47.7990951538086
1972,12,45.1,32.0999984741211,30.5575637817383
1973,1,87,81.0999984741211,83.8920745849609
1973,2,278.8,274,274.370697021484
1973,3,21.5,30.6000003814697,22.1335582733154
1973,4,23,40.4000015258789,44.8333282470703
1973,5,19.5,21.7999992370605,24.2951316833496
1973,6,27.7,27.6000003814697,25.3916053771973
1973,7,77.3,87.1999969482422,74.7215118408203
1973,8,51.6,51.7000007629395,44.5358543395996
1973,9,32.8,38.2999992370605,31.3885669708252
1973,10,122.3,108.300003051758,106.550842285156
1973,11,135.7,123.800003051758,119.384719848633
1973,12,29.6,41.5,46.5986595153809
1974,1,134.4,136.199996948242,159.817779541016
1974,2,67.2,82.1999969482422,86.794921875
1974,3,251.4,216.5,234.798629760742
1974,4,136.1,160.600006103516,142.618957519531
1974,5,177.8,170.100006103516,173.653701782227
1974,6,101.8,127.900001525879,128.70149230957
1974,7,2.2,3.5,4.24098873138428
1974,8,41.5,52.7999992370605,59.979434967041
1974,9,21.5,22.5,20.6587543487549
1974,10,86.2,75.5999984741211,74.627082824707
1974,11,71.8,58.5999984741211,61.2787094116211
1974,12,4.4,4.90000009536743,5.94324731826782
1975,1,28.4,34.5999984741211,34.971118927002
1975,2,102.2,116.199996948242,117.538970947266
1975,3,107.6,106.099998474121,119.505920410156
1975,4,74.5,80.8000030517578,70.2183685302734
1975,5,8,7.69999980926514,8.52493286132812
1975,6,176.4,172.5,183.660659790039
1975,7,129.8,153.5,129.115615844727
1975,8,14.2,16.3999996185303,16.6614208221436
1975,9,35.7,32.9000015258789,32.100772857666
1975,10,82.8,85.1999969482422,90.0271530151367
1975,11,72.6,65.0999984741211,60.3251419067383
1975,12,15.3,12.8999996185303,14.2087659835815
1976,1,278.6,242.100006103516,253.955825805664
1976,2,197.7,171,158.273361206055
1976,3,241.6,234,241.748062133789
1976,4,24,23.2999992370605,23.3146514892578
1976,5,18.6,14.8000001907349,14.1872510910034
1976,6,76.6,85.5,83.1252746582031
1976,7,77.6,95.6999969482422,82.3798217773438
1976,8,8.2,8.19999980926514,9.27524471282959
1976,9,39,41.9000015258789,39.5163612365723
1976,10,164.8,169,167.187835693359
1976,11,107.6,70.8000030517578,72.6026382446289
1976,12,17.4,24,24.0222969055176
1977,1,59.4,62.7000007629395,73.483772277832
1977,2,128.5,140.300003051758,166.385437011719
1977,3,116.6,127.900001525879,152.983520507812
1977,4,9,12.6000003814697,11.5445528030396
1977,5,156.3,126.5,125.066070556641
1977,6,83.6,77.8000030517578,70.4901962280273
1977,7,0,0,0.819158852100372
1977,8,11.8,16.3999996185303,14.4084167480469
1977,9,58.6,45,39.2704696655273
1977,10,8.8,8.19999980926514,9.03505802154541
1977,11,33,21.2000007629395,22.6802539825439
1977,12,55.6,39.5,36.2758026123047
1978,1,259.4,257.200012207031,273.005889892578
1978,2,24.8,29.6000003814697,22.0282459259033
1978,3,346.2,328,325.017852783203
1978,4,69.6,71.8000030517578,61.6192321777344
1978,5,78.2,74.5,80.2168960571289
1978,6,235.2,248.100006103516,252.315841674805
1978,7,7.8,10.5,9.24534034729004
1978,8,9.4,11.3000001907349,13.4743766784668
1978,9,47.6,60.2999992370605,64.3345031738281
1978,10,57.8,54.5,58.9463729858398
1978,11,121,126.199996948242,127.619766235352
1978,12,59.8,74,75.8375015258789
1979,1,30.4,34.5999984741211,36.778434753418
1979,2,24.8,17.5,18.9199542999268
1979,3,69,73.3000030517578,75.5125579833984
1979,4,18,21.5,20.6016731262207
1979,5,85.2,76.5999984741211,79.7295761108398
1979,6,107.2,100.400001525879,103.985054016113
1979,7,47.8,21.8999996185303,17.3173427581787
1979,8,8.5,7.69999980926514,6.31758213043213
1979,9,23.4,21.6000003814697,19.6762828826904
1979,10,40,28.6000003814697,31.0409698486328
1979,11,88,80.5999984741211,76.0598373413086
1979,12,2.2,4.30000019073486,6.09965467453003
1980,1,95.6,105.900001525879,114.644744873047
1980,2,55,78.9000015258789,66.2349014282227
1980,3,32,29.5,32.704776763916
1980,4,5.3,5.40000009536743,5.9201397895813
1980,5,136.4,130.699996948242,135.72802734375
1980,6,28.4,30.3999996185303,32.4958648681641
1980,7,26.4,33.9000015258789,27.3619575500488
1980,8,6.5,6.09999990463257,5.50180196762085
1980,9,2.2,3.20000004768372,3.23931622505188
1980,10,47.3,49.0999984741211,45.3840637207031
1980,11,36.7,40.7000007629395,42.3498802185059
1980,12,49.2,45.5999984741211,46.2570648193359
1981,1,72.6,73.5,68.2474822998047
1981,2,201.7,187.399993896484,182.898239135742
1981,3,49.8,26.2000007629395,27.0848217010498
1981,4,150.9,139.100006103516,136.334655761719
1981,5,100.3,99.0999984741211,101.385513305664
1981,6,24.4,23.2999992370605,25.0505027770996
1981,7,31.6,37.4000015258789,30.753288269043
1981,8,5.6,5.09999990463257,5.99671220779419
1981,9,2,2.70000004768372,3.87893986701965
1981,10,131,147.199996948242,149.849060058594
1981,11,124.6,122.900001525879,129.972442626953
1981,12,69.6,75.1999969482422,80.1799240112305
1982,1,70.7,71.3000030517578,71.7360305786133
1982,2,26.8,27.3999996185303,28.6299991607666
1982,3,164.4,156.399993896484,150.149200439453
1982,4,5.6,9,7.31996250152588
1982,5,3,2.09999990463257,3.08166837692261
1982,6,31.2,28.2999992370605,26.753396987915
1982,7,21,20.8999996185303,18.7252941131592
1982,8,12.6,4.09999990463257,3.19629859924316
1982,9,139.8,138.199996948242,130.097366333008
1982,10,42.8,40.2000007629395,39.3529624938965
1982,11,11,9.80000019073486,9.31505870819092
1982,12,20.1,19.1000003814697,20.2743911743164
1983,1,34,30.2999992370605,34.939022064209
1983,2,43.1,52.5999984741211,48.9975204467773
1983,3,249.8,205.600006103516,222.488967895508
1983,4,67.4,67.3000030517578,53.1100845336914
1983,5,102.9,97.6999969482422,96.8295669555664
1983,6,56.4,56.5999984741211,62.6286926269531
1983,7,24.4,24.3999996185303,23.6179084777832
1983,8,20.6,14.3000001907349,14.2006855010986
1983,9,55,59.4000015258789,55.686164855957
1983,10,159.8,119.199996948242,124.098434448242
1983,11,19.8,32.5999984741211,30.2308521270752
1983,12,100.2,99.9000015258789,104.57878112793
1984,1,228.8,183.699996948242,190.983413696289
1984,2,114.2,131.5,123.216537475586
1984,3,109.9,113.699996948242,128.043701171875
1984,4,73.1,88.8000030517578,84.9095611572266
1984,5,50.9,54.7999992370605,58.1564674377441
1984,6,57.3,63.5999984741211,67.1169204711914
1984,7,93.5,135.100006103516,110.447624206543
1984,8,9.7,12.3000001907349,13.4371614456177
1984,9,33.2,36,34.4049987792969
1984,10,23,25.8999996185303,24.1737022399902
1984,11,155.2,166.100006103516,176.871368408203
1984,12,63.2,70.3000030517578,70.3671417236328
1985,1,4.9,9.69999980926514,9.9409704208374
1985,2,41.3,37.2999992370605,40.4898719787598
1985,3,52.6,48.0999984741211,41.2846832275391
1985,4,176.8,186.699996948242,182.886291503906
1985,5,116.7,107.5,123.389976501465
1985,6,81.3,87.6999969482422,89.2084732055664
1985,7,40.5,45.9000015258789,41.1427116394043
1985,8,17.2,14.3000001907349,15.5691061019897
1985,9,62.6,58.0999984741211,51.8453559875488
1985,10,138,153.300003051758,148.483978271484
1985,11,149.8,96.9000015258789,107.229148864746
1985,12,106.2,70.9000015258789,71.0461273193359
1986,1,169.6,174,174.501312255859
1986,2,28.4,32.9000015258789,40.7061920166016
1986,3,5.8,6.59999990463257,8.78695774078369
1986,4,30.8,35.9000015258789,40.5495758056641
1986,5,28.6,19,21.0352039337158
1986,6,3,4.19999980926514,4.15567541122437
1986,7,19.4,24.8999996185303,20.3597068786621
1986,8,458.5,372.899993896484,393.051239013672
1986,9,35.4,44.5999984741211,43.9552879333496
1986,10,62.4,55.2000007629395,55.2084693908691
1986,11,180.1,175.100006103516,167.95426940918
1986,12,21.6,16,15.6471633911133
1987,1,52.1,46.5,45.2369728088379
1987,2,35,29.6000003814697,27.7103576660156
1987,3,168.2,184.800003051758,169.316436767578
1987,4,20.8,25.1000003814697,27.2918548583984
1987,5,49.8,48.5,52.8320808410645
1987,6,38,40.2999992370605,36.4945182800293
1987,7,62,61.7999992370605,49.0826644897461
1987,8,203,192.100006103516,213.355117797852
1987,9,5.6,7.69999980926514,7.78058338165283
1987,10,130.7,181.899993896484,187.427398681641
1987,11,141.5,105.800003051758,105.227172851562
1987,12,96.2,80.0999984741211,79.2176132202148
1988,1,154.5,137.300003051758,128.127548217773
1988,2,86.6,107.400001525879,102.079475402832
1988,3,59.1,57.9000015258789,49.9695854187012
1988,4,363.5,433.5,429.892486572266
1988,5,196.5,172.199996948242,168.402770996094
1988,6,39,38.9000015258789,34.6433334350586
1988,7,144.2,162.5,149.891510009766
1988,8,36.6,30.2000007629395,32.3729591369629
1988,9,81.1,87.3000030517578,82.5469741821289
1988,10,0,0,0.041581466794014
1988,11,129,140.899993896484,154.913955688477
1988,12,153.6,133.800003051758,135.905029296875
1989,1,106.1,102.699996948242,104.802124023438
1989,2,46.8,53.7000007629395,54.8167533874512
1989,3,128.8,140,132.222900390625
1989,4,282.6,279.100006103516,287.558685302734
1989,5,100.4,92.0999984741211,84.9521713256836
1989,6,143.6,145.600006103516,136.180236816406
1989,7,12.6,16.8999996185303,15.2567234039307
1989,8,24.8,23.6000003814697,27.9212703704834
1989,9,0.4,1.79999995231628,2.26172733306885
1989,10,17.1,15.6999998092651,15.702220916748
1989,11,50.6,49.7000007629395,53.6928749084473
1989,12,102.7,87.5,93.3650360107422
1990,1,73.9,75.6999969482422,80.2648468017578
1990,2,456.2,502,490.948425292969
1990,3,116.7,115.900001525879,107.368240356445
1990,4,232.9,239.600006103516,244.006546020508
1990,5,99.8,90.6999969482422,99.4335021972656
1990,6,17.2,17,16.9174156188965
1990,7,44.3,46.9000015258789,40.0909233093262
1990,8,176,153.699996948242,167.8330078125
1990,9,58.4,58.5,57.6865692138672
1990,10,45.3,45,38.8906784057617
1990,11,37.6,27.7000007629395,27.7501564025879
1990,12,30.6,27.7000007629395,31.5661678314209
1991,1,82.4,102.699996948242,93.8853530883789
1991,2,44.4,37.2999992370605,41.4215240478516
1991,3,21.6,17.5,16.2902126312256
1991,4,26.8,27.7999992370605,25.3675136566162
1991,5,21.9,23.2000007629395,28.462064743042
1991,6,292.1,291.899993896484,300.243560791016
1991,7,63.2,71.3000030517578,62.3010101318359
1991,8,5.4,5.09999990463257,6.70046758651733
1991,9,10.8,13.5,13.6828575134277
1991,10,13,11.6000003814697,11.6234369277954
1991,11,32.7,33.4000015258789,34.4073905944824
1991,12,138.6,132.5,160.076309204102
1992,1,75.2,87.5,86.2267837524414
1992,2,351,325.5,325.682098388672
1992,3,29.2,53.5999984741211,57.1525802612305
1992,4,42.6,50.2999992370605,53.2950897216797
1992,5,25.4,25.2999992370605,26.1235866546631
1992,6,50,50.2000007629395,50.5936584472656
1992,7,7.7,9,7.92457151412964
1992,8,9.5,9.69999980926514,12.1306753158569
1992,9,25.7,20.2999992370605,18.2518348693848
1992,10,43.2,39.5,38.1064491271973
1992,11,120.6,124.599998474121,122.536376953125
1992,12,174.2,171.399993896484,180.827484130859
1993,1,43.9,57.2999992370605,61.3614768981934
1993,2,95.7,64.6999969482422,66.8369293212891
1993,3,72,105,98.395622253418
1993,4,23.2,28.7000007629395,27.0898380279541
1993,5,9.6,13.3999996185303,12.5362167358398
1993,6,27.6,30.3999996185303,27.7978401184082
1993,7,62.4,72.8000030517578,58.2243766784668
1993,8,43.8,37.4000015258789,40.0612335205078
1993,9,56.6,50,50.8582534790039
1993,10,41.6,44.2999992370605,39.4582138061523
1993,11,83.7,78.1999969482422,77.1199798583984
1993,12,36,34.5,37.7089157104492
1994,1,16.4,17.2999992370605,16.3668746948242
1994,2,107.3,94.3000030517578,86.5168991088867
1994,3,195.5,138.899993896484,119.10538482666
1994,4,54.2,65.5,64.3330230712891
1994,5,12.4,10.5,12.9941930770874
1994,6,35.2,50.9000015258789,43.1872749328613
1994,7,9.6,11.5,9.50117015838623
1994,8,8.2,6.69999980926514,7.16805458068848
1994,9,24.2,17.1000003814697,13.7988109588623
1994,10,17.1,22.5,20.3228740692139
1994,11,78,67.5999984741211,66.6936798095703
1994,12,52.6,55.5,56.7569961547852
1995,1,121.4,129.699996948242,129.646789550781
1995,2,38.6,40.5999984741211,42.2571449279785
1995,3,175.9,172.800003051758,157.004028320312
1995,4,24.8,21.5,17.7613983154297
1995,5,151.5,131.399993896484,140.511825561523
1995,6,22,26.2000007629395,26.2401161193848
1995,7,1.4,1.5,1.40739870071411
1995,8,0,0,0
1995,9,170.1,169.699996948242,167.780746459961
1995,10,33.6,32.7000007629395,32.2136573791504
1995,11,117.6,99.3000030517578,109.346084594727
1995,12,84.5,87.5,90.6920547485352
1996,1,171.1,161,170.29345703125
1996,2,31.7,41.7000007629395,44.5882453918457
1996,3,62.6,38.2999992370605,35.541446685791
1996,4,55.1,37.7000007629395,36.2030296325684
1996,5,139.8,123.699996948242,138.944564819336
1996,6,36.2,36.0999984741211,31.7684211730957
1996,7,58.4,66.8000030517578,62.1372299194336
1996,8,79.5,84.5,96.5663833618164
1996,9,64.7,65.6999969482422,65.7060394287109
1996,10,29.9,26.6000003814697,27.1343669891357
1996,11,72,69.1999969482422,76.1502075195312
1996,12,52.6,42.5,48.5513572692871
1997,1,193.7,151.300003051758,158.12060546875
1997,2,135.5,141.399993896484,137.649215698242
1997,3,35,21.8999996185303,24.6280269622803
1997,4,2,1.79999995231628,2.68364453315735
1997,5,34.4,35.7999992370605,44.2995796203613
1997,6,34.4,41,38.8096466064453
1997,7,32.1,36.9000015258789,35.0056381225586
1997,8,4.3,3.59999990463257,5.67838573455811
1997,9,82.3,84.1999969482422,82.3461227416992
1997,10,42.4,49.0999984741211,47.165771484375
1997,11,45,32.5999984741211,32.3538513183594
1997,12,32.3,25.2999992370605,26.5187149047852
1998,1,91.6,114.599998474121,112.363502502441
1998,2,42,54.7999992370605,55.7057075500488
1998,3,34,21.8999996185303,18.8329315185547
1998,4,172,175,184.207260131836
1998,5,185.3,186.199996948242,188.704772949219
1998,6,70.4,75.5999984741211,69.3283843994141
1998,7,66.2,75.3000030517578,64.9501647949219
1998,8,200.9,195.699996948242,227.244049072266
1998,9,44.4,37.7999992370605,34.3909225463867
1998,10,34.2,32.7000007629395,28.8717555999756
1998,11,72.2,76.5,72.483024597168
1998,12,43.7,35.7999992370605,35.8868865966797
1999,1,127.1,143.699996948242,143.147277832031
1999,2,169.7,165.5,150.709823608398
1999,3,27.7,38.2999992370605,41.1207733154297
1999,4,101.6,111.300003051758,99.2577590942383
1999,5,34.2,27.3999996185303,28.6392726898193
1999,6,33.7,38.2000007629395,37.2971801757812
1999,7,128.1,144.100006103516,123.00707244873
1999,8,33,35.2999992370605,38.938777923584
1999,9,25.4,33.7999992370605,30.7775459289551
1999,10,153.3,162.899993896484,161.982284545898
1999,11,46.8,54.5999984741211,55.5202293395996
1999,12,84.6,93.0999984741211,102.423439025879
2000,1,25.7,29.2000007629395,29.7819576263428
2000,2,6.7,11,15.0274677276611
2000,3,224.7,244.899993896484,221.507507324219
2000,4,62.4,56.5,46.6603927612305
2000,5,33.3,28.7999992370605,33.1240310668945
2000,6,23.8,27.6000003814697,24.0548076629639
2000,7,24.1,23.8999996185303,17.8607387542725
2000,8,14.4,10.8000001907349,12.2778558731079
2000,9,36.2,31.1000003814697,28.8927974700928
2000,10,66.5,64.6999969482422,61.3859977722168
2000,11,187.5,163.699996948242,163.920837402344
2000,12,75.8,72.6999969482422,63.4457054138184
2001,1,220.9,164.300003051758,157.960205078125
2001,2,143.7,145.800003051758,146.233688354492
2001,3,93.5,94,103.417739868164
2001,4,73.3,78.0999984741211,69.1082382202148
2001,5,68.4,67.5,70.9614486694336
2001,6,1,3.5,3.97318005561829
2001,7,66.1,67.8000030517578,62.0623893737793
2001,8,34,27.7000007629395,32.0485763549805
2001,9,22.5,19.3999996185303,17.5479755401611
2001,10,35,37.5,37.3900985717773
2001,11,59.4,56.2000007629395,56.5727729797363
2001,12,25.7,29,28.422679901123
2002,1,76.9,76.6999969482422,71.3125610351562
2002,2,253.1,251,255.880462646484
2002,3,77.6,98.4000015258789,89.9545593261719
2002,4,22,19.7000007629395,23.389217376709
2002,5,56.8,45,44.1610145568848
2002,6,11.5,15.6000003814697,15.0174732208252
2002,7,9.2,12,11.6858491897583
2002,8,9.2,8.69999980926514,9.79211044311523
2002,9,7.4,7.19999980926514,8.09264183044434
2002,10,9.1,7.5,6.78679752349854
2002,11,73.3039370078741,15.5,17.9543209075928
2002,12,58.2,60.4000015258789,63.3729057312012
2003,1,93.8015748031496,20.5,22.6928672790527
2003,2,98.5,88.8000030517578,92.674934387207
2003,3,78.4,86.4000015258789,72.684944152832
2003,4,68.2,69.0999984741211,68.0994186401367
2003,5,178.5,176.399993896484,189.475784301758
2003,6,36.8,36.7999992370605,38.8749504089355
2003,7,25.4,29.3999996185303,24.7132930755615
2003,8,24.6,21,22.707691192627
2003,9,5,4.5,6.63436460494995
2003,10,73.2,75,68.7374954223633
2003,11,54.7,61.0999984741211,59.0362930297852
2003,12,73.5,76.4000015258789,76.190673828125
2004,1,69.5,46.5,44.0183563232422
2004,2,101.6,88.8000030517578,94.9236831665039
2004,3,35.5,39.4000015258789,44.5110702514648
2004,4,41.3,39.5,36.8849067687988
2004,5,10.5,9.80000019073486,10.7800197601318
2004,6,19.8,9.19999980926514,5.76158809661865
2004,7,20.4,23.8999996185303,21.1762619018555
2004,8,34.5,29.2000007629395,34.4251976013184
2004,9,42.9,36.9000015258789,37.3960952758789
2004,10,195.8,214,207.420700073242
2004,11,60.1,57,65.1800384521484
2004,12,73.9,61.5999984741211,66.6243209838867
2005,1,83,84.3000030517578,79.9656448364258
2005,2,109.2,114,115.180206298828
2005,3,60.6,54.7000007629395,59.9757423400879
2005,4,24.3,17.1000003814697,19.2214622497559
2005,5,38.4,28.7999992370605,29.6473712921143
2005,6,50,56.5999984741211,59.290225982666
2005,7,29.7,30.8999996185303,34.3658485412598
2005,8,2.7,2.59999990463257,2.89299058914185
2005,9,39.6,41,42.5434303283691
2005,10,48.7,57.2000007629395,64.2825927734375
2005,11,119.4,138.399993896484,140.968490600586
2005,12,21.1,18.5,23.2976818084717
2006,1,109.9,96.1999969482422,95.4753265380859
2006,2,69.9,72.3000030517578,82.0179672241211
2006,3,37,24.1000003814697,22.7881183624268
2006,4,3.8,3.59999990463257,4.06927824020386
2006,5,13.7,9.80000019073486,9.92489814758301
2006,6,62.7,68.5999984741211,63.6610870361328
