Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,67019,1934,11,85.0,Y
IDCJAC0001,67019,1934,12,42.0,Y
IDCJAC0001,67019,1935,01,63.4,Y
IDCJAC0001,67019,1935,02,145.7,Y
IDCJAC0001,67019,1935,03,48.2,Y
IDCJAC0001,67019,1935,04,37.6,Y
IDCJAC0001,67019,1935,05,20.9,Y
IDCJAC0001,67019,1935,06,14.8,Y
IDCJAC0001,67019,1935,07,35.3,Y
IDCJAC0001,67019,1935,08,2.6,Y
IDCJAC0001,67019,1935,09,40.9,Y
IDCJAC0001,67019,1935,10,84.0,Y
IDCJAC0001,67019,1935,11,42.1,Y
IDCJAC0001,67019,1935,12,110.5,Y
IDCJAC0001,67019,1936,01,85.8,Y
IDCJAC0001,67019,1936,02,129.0,Y
IDCJAC0001,67019,1936,03,108.5,Y
IDCJAC0001,67019,1936,04,41.7,Y
IDCJAC0001,67019,1936,05,16.8,Y
IDCJAC0001,67019,1936,06,55.8,Y
IDCJAC0001,67019,1936,07,19.1,Y
IDCJAC0001,67019,1936,08,14.8,Y
IDCJAC0001,67019,1936,09,11.2,Y
IDCJAC0001,67019,1936,10,18.4,Y
IDCJAC0001,67019,1936,11,21.1,Y
IDCJAC0001,67019,1936,12,155.5,Y
IDCJAC0001,67019,1937,01,65.9,Y
IDCJAC0001,67019,1937,02,25.2,Y
IDCJAC0001,67019,1937,03,127.7,Y
IDCJAC0001,67019,1937,04,42.5,Y
IDCJAC0001,67019,1937,05,14.7,Y
IDCJAC0001,67019,1937,06,245.0,Y
IDCJAC0001,67019,1937,07,22.9,Y
IDCJAC0001,67019,1937,08,50.3,Y
IDCJAC0001,67019,1937,09,7.1,Y
IDCJAC0001,67019,1937,10,48.7,Y
IDCJAC0001,67019,1937,11,79.3,Y
IDCJAC0001,67019,1937,12,60.8,Y
IDCJAC0001,67019,1938,01,164.2,Y
IDCJAC0001,67019,1938,02,51.2,Y
IDCJAC0001,67019,1938,03,20.3,Y
IDCJAC0001,67019,1938,04,40.7,Y
IDCJAC0001,67019,1938,05,72.4,Y
IDCJAC0001,67019,1938,06,7.6,Y
IDCJAC0001,67019,1938,07,59.1,Y
IDCJAC0001,67019,1938,08,129.6,Y
IDCJAC0001,67019,1938,09,32.0,Y
IDCJAC0001,67019,1938,10,122.9,Y
IDCJAC0001,67019,1938,11,40.8,Y
IDCJAC0001,67019,1938,12,6.6,Y
IDCJAC0001,67019,1939,01,62.7,Y
IDCJAC0001,67019,1939,02,3.3,Y
IDCJAC0001,67019,1939,03,136.2,Y
IDCJAC0001,67019,1939,04,82.3,Y
IDCJAC0001,67019,1939,05,32.1,Y
IDCJAC0001,67019,1939,06,12.2,Y
IDCJAC0001,67019,1939,07,10.5,Y
IDCJAC0001,67019,1939,08,38.1,Y
IDCJAC0001,67019,1939,09,35.3,Y
IDCJAC0001,67019,1939,10,61.6,Y
IDCJAC0001,67019,1939,11,56.1,Y
IDCJAC0001,67019,1939,12,12.2,Y
IDCJAC0001,67019,1940,01,19.1,Y
IDCJAC0001,67019,1940,02,8.3,Y
IDCJAC0001,67019,1940,03,5.1,Y
IDCJAC0001,67019,1940,04,107.7,Y
IDCJAC0001,67019,1940,05,9.4,Y
IDCJAC0001,67019,1940,06,12.8,Y
IDCJAC0001,67019,1940,07,22.1,Y
IDCJAC0001,67019,1940,08,8.7,Y
IDCJAC0001,67019,1940,09,55.8,Y
IDCJAC0001,67019,1940,10,13.4,Y
IDCJAC0001,67019,1940,11,71.3,Y
IDCJAC0001,67019,1940,12,187.2,Y
IDCJAC0001,67019,1941,01,72.6,Y
IDCJAC0001,67019,1941,02,45.3,Y
IDCJAC0001,67019,1941,03,18.6,Y
IDCJAC0001,67019,1941,04,83.6,Y
IDCJAC0001,67019,1941,05,20.0,Y
IDCJAC0001,67019,1941,06,22.1,Y
IDCJAC0001,67019,1941,07,18.8,Y
IDCJAC0001,67019,1941,08,19.9,Y
IDCJAC0001,67019,1941,09,35.2,Y
IDCJAC0001,67019,1941,10,40.8,Y
IDCJAC0001,67019,1941,11,18.4,Y
IDCJAC0001,67019,1941,12,29.5,Y
IDCJAC0001,67019,1942,01,6.6,Y
IDCJAC0001,67019,1942,02,35.2,Y
IDCJAC0001,67019,1942,03,251.1,Y
IDCJAC0001,67019,1942,04,15.9,Y
IDCJAC0001,67019,1942,05,37.9,Y
IDCJAC0001,67019,1942,06,50.2,Y
IDCJAC0001,67019,1942,07,34.3,Y
IDCJAC0001,67019,1942,08,11.7,Y
IDCJAC0001,67019,1942,09,19.5,Y
IDCJAC0001,67019,1942,10,165.0,Y
IDCJAC0001,67019,1942,11,120.1,Y
IDCJAC0001,67019,1942,12,70.2,Y
IDCJAC0001,67019,1943,01,52.6,Y
IDCJAC0001,67019,1943,02,37.4,Y
IDCJAC0001,67019,1943,03,22.4,Y
IDCJAC0001,67019,1943,04,44.9,Y
IDCJAC0001,67019,1943,05,384.5,Y
IDCJAC0001,67019,1943,06,12.3,Y
IDCJAC0001,67019,1943,07,8.7,Y
IDCJAC0001,67019,1943,08,135.9,Y
IDCJAC0001,67019,1943,09,108.3,Y
IDCJAC0001,67019,1943,10,35.5,Y
IDCJAC0001,67019,1943,11,138.0,Y
IDCJAC0001,67019,1943,12,66.3,Y
IDCJAC0001,67019,1944,01,26.7,Y
IDCJAC0001,67019,1944,02,22.1,Y
IDCJAC0001,67019,1944,03,22.1,Y
IDCJAC0001,67019,1944,04,33.7,Y
IDCJAC0001,67019,1944,05,59.1,Y
IDCJAC0001,67019,1944,06,11.4,Y
IDCJAC0001,67019,1944,07,63.0,Y
IDCJAC0001,67019,1944,08,89.9,Y
IDCJAC0001,67019,1944,09,35.0,Y
IDCJAC0001,67019,1944,10,11.8,Y
IDCJAC0001,67019,1944,11,6.3,Y
IDCJAC0001,67019,1944,12,13.5,Y
IDCJAC0001,67019,1945,01,160.3,Y
IDCJAC0001,67019,1945,02,41.9,Y
IDCJAC0001,67019,1945,03,22.1,Y
IDCJAC0001,67019,1945,04,138.7,Y
IDCJAC0001,67019,1945,05,66.0,Y
IDCJAC0001,67019,1945,06,199.8,Y
IDCJAC0001,67019,1945,07,29.6,Y
IDCJAC0001,67019,1945,08,39.3,Y
IDCJAC0001,67019,1945,09,8.0,Y
IDCJAC0001,67019,1945,10,20.9,Y
IDCJAC0001,67019,1945,11,36.1,Y
IDCJAC0001,67019,1945,12,56.4,Y
IDCJAC0001,67019,1946,01,19.1,Y
IDCJAC0001,67019,1946,02,51.3,Y
IDCJAC0001,67019,1946,03,87.9,Y
IDCJAC0001,67019,1946,04,272.6,Y
IDCJAC0001,67019,1946,05,47.3,Y
IDCJAC0001,67019,1946,06,97.2,Y
IDCJAC0001,67019,1946,07,0.8,Y
IDCJAC0001,67019,1946,08,0.5,Y
IDCJAC0001,67019,1946,09,27.2,Y
IDCJAC0001,67019,1946,10,39.8,Y
IDCJAC0001,67019,1946,11,91.2,Y
IDCJAC0001,67019,1946,12,20.9,Y
IDCJAC0001,67019,1947,01,32.7,Y
IDCJAC0001,67019,1947,02,145.4,Y
IDCJAC0001,67019,1947,03,34.6,Y
IDCJAC0001,67019,1947,04,95.5,Y
IDCJAC0001,67019,1947,05,33.2,Y
IDCJAC0001,67019,1947,06,15.7,Y
IDCJAC0001,67019,1947,07,15.0,Y
IDCJAC0001,67019,1947,08,23.6,Y
IDCJAC0001,67019,1947,09,19.9,Y
IDCJAC0001,67019,1947,10,39.2,Y
IDCJAC0001,67019,1947,11,106.4,Y
IDCJAC0001,67019,1947,12,231.8,Y
IDCJAC0001,67019,1948,01,134.9,Y
IDCJAC0001,67019,1948,02,84.5,Y
IDCJAC0001,67019,1948,03,48.7,Y
IDCJAC0001,67019,1948,04,19.2,Y
IDCJAC0001,67019,1948,05,127.0,Y
IDCJAC0001,67019,1948,06,80.3,Y
IDCJAC0001,67019,1948,07,4.4,Y
IDCJAC0001,67019,1948,08,7.9,Y
IDCJAC0001,67019,1948,09,47.0,Y
IDCJAC0001,67019,1948,10,12.2,Y
IDCJAC0001,67019,1948,11,23.1,Y
IDCJAC0001,67019,1948,12,62.7,Y
IDCJAC0001,67019,1949,01,193.8,Y
IDCJAC0001,67019,1949,02,119.0,Y
IDCJAC0001,67019,1949,03,87.7,Y
IDCJAC0001,67019,1949,04,24.5,Y
IDCJAC0001,67019,1949,05,110.7,Y
IDCJAC0001,67019,1949,06,274.9,Y
IDCJAC0001,67019,1949,07,28.9,Y
IDCJAC0001,67019,1949,08,52.4,Y
IDCJAC0001,67019,1949,09,108.2,Y
IDCJAC0001,67019,1949,10,43.4,Y
IDCJAC0001,67019,1949,11,95.8,Y
IDCJAC0001,67019,1949,12,39.3,Y
IDCJAC0001,67019,1950,01,130.4,Y
IDCJAC0001,67019,1950,02,166.3,Y
IDCJAC0001,67019,1950,03,171.1,Y
IDCJAC0001,67019,1950,04,136.4,Y
IDCJAC0001,67019,1950,05,118.5,Y
IDCJAC0001,67019,1950,06,531.3,Y
IDCJAC0001,67019,1950,07,204.0,Y
IDCJAC0001,67019,1950,08,43.5,Y
IDCJAC0001,67019,1950,09,100.5,Y
IDCJAC0001,67019,1950,10,124.7,Y
IDCJAC0001,67019,1950,11,146.1,Y
IDCJAC0001,67019,1950,12,27.2,Y
IDCJAC0001,67019,1951,01,426.7,Y
IDCJAC0001,67019,1951,02,47.4,Y
IDCJAC0001,67019,1951,03,95.5,Y
IDCJAC0001,67019,1951,04,3.8,Y
IDCJAC0001,67019,1951,05,84.2,Y
IDCJAC0001,67019,1951,06,271.3,Y
IDCJAC0001,67019,1951,07,11.0,Y
IDCJAC0001,67019,1951,08,79.0,Y
IDCJAC0001,67019,1951,09,70.2,Y
IDCJAC0001,67019,1951,10,25.1,Y
IDCJAC0001,67019,1951,11,6.9,Y
IDCJAC0001,67019,1951,12,22.6,Y
IDCJAC0001,67019,1952,01,47.5,Y
IDCJAC0001,67019,1952,02,53.1,Y
IDCJAC0001,67019,1952,03,94.0,Y
IDCJAC0001,67019,1952,04,157.9,Y
IDCJAC0001,67019,1952,05,23.7,Y
IDCJAC0001,67019,1952,06,172.7,Y
IDCJAC0001,67019,1952,07,245.6,Y
IDCJAC0001,67019,1952,08,282.2,Y
IDCJAC0001,67019,1952,09,5.4,Y
IDCJAC0001,67019,1952,10,99.9,Y
IDCJAC0001,67019,1952,11,44.5,Y
IDCJAC0001,67019,1952,12,50.9,Y
IDCJAC0001,67019,1953,01,51.0,Y
IDCJAC0001,67019,1953,02,120.1,Y
IDCJAC0001,67019,1953,03,51.2,Y
IDCJAC0001,67019,1953,04,14.8,Y
IDCJAC0001,67019,1953,05,346.6,Y
IDCJAC0001,67019,1953,06,2.1,Y
IDCJAC0001,67019,1953,07,8.9,Y
IDCJAC0001,67019,1953,08,34.0,Y
IDCJAC0001,67019,1953,09,46.6,Y
IDCJAC0001,67019,1953,10,47.0,Y
IDCJAC0001,67019,1953,11,37.5,Y
IDCJAC0001,67019,1953,12,7.7,Y
IDCJAC0001,67019,1954,01,127.9,Y
IDCJAC0001,67019,1954,02,276.0,Y
IDCJAC0001,67019,1954,03,31.0,Y
IDCJAC0001,67019,1954,04,41.3,Y
IDCJAC0001,67019,1954,05,15.5,Y
IDCJAC0001,67019,1954,06,5.9,Y
IDCJAC0001,67019,1954,07,56.8,Y
IDCJAC0001,67019,1954,08,28.9,Y
IDCJAC0001,67019,1954,09,31.2,Y
IDCJAC0001,67019,1954,10,160.1,Y
IDCJAC0001,67019,1954,11,108.9,Y
IDCJAC0001,67019,1954,12,46.9,Y
IDCJAC0001,67019,1955,01,100.1,Y
IDCJAC0001,67019,1955,02,271.1,Y
IDCJAC0001,67019,1955,03,99.7,Y
IDCJAC0001,67019,1955,04,43.8,Y
IDCJAC0001,67019,1955,05,169.9,Y
IDCJAC0001,67019,1955,06,22.1,Y
IDCJAC0001,67019,1955,07,6.4,Y
IDCJAC0001,67019,1955,08,12.0,Y
IDCJAC0001,67019,1955,09,26.2,Y
IDCJAC0001,67019,1955,10,77.8,Y
IDCJAC0001,67019,1955,11,191.7,Y
IDCJAC0001,67019,1955,12,131.8,Y
IDCJAC0001,67019,1956,01,158.7,Y
IDCJAC0001,67019,1956,02,519.1,Y
IDCJAC0001,67019,1956,03,334.5,Y
IDCJAC0001,67019,1956,04,17.5,Y
IDCJAC0001,67019,1956,05,73.8,Y
IDCJAC0001,67019,1956,06,133.2,Y
IDCJAC0001,67019,1956,07,38.9,Y
IDCJAC0001,67019,1956,08,49.5,Y
IDCJAC0001,67019,1956,09,33.5,Y
IDCJAC0001,67019,1956,10,59.4,Y
IDCJAC0001,67019,1956,11,2.0,Y
IDCJAC0001,67019,1956,12,78.0,Y
IDCJAC0001,67019,1957,01,56.9,Y
IDCJAC0001,67019,1957,02,102.4,Y
IDCJAC0001,67019,1957,03,28.1,Y
IDCJAC0001,67019,1957,04,16.7,Y
IDCJAC0001,67019,1957,05,1.8,Y
IDCJAC0001,67019,1957,06,20.4,Y
IDCJAC0001,67019,1957,07,104.6,Y
IDCJAC0001,67019,1957,08,92.3,Y
IDCJAC0001,67019,1957,09,0.0,Y
IDCJAC0001,67019,1957,10,9.4,Y
IDCJAC0001,67019,1957,11,19.6,Y
IDCJAC0001,67019,1957,12,46.4,Y
IDCJAC0001,67019,1958,01,113.0,Y
IDCJAC0001,67019,1958,02,103.1,Y
IDCJAC0001,67019,1958,03,251.9,Y
IDCJAC0001,67019,1958,04,57.2,Y
IDCJAC0001,67019,1958,05,6.9,Y
IDCJAC0001,67019,1958,06,138.0,Y
IDCJAC0001,67019,1958,07,13.3,Y
IDCJAC0001,67019,1958,08,50.4,Y
IDCJAC0001,67019,1958,09,26.7,Y
IDCJAC0001,67019,1958,10,36.3,Y
IDCJAC0001,67019,1958,11,8.6,Y
IDCJAC0001,67019,1958,12,58.1,Y
IDCJAC0001,67019,1959,01,115.5,Y
IDCJAC0001,67019,1959,02,188.0,Y
IDCJAC0001,67019,1959,03,144.5,Y
IDCJAC0001,67019,1959,04,34.8,Y
IDCJAC0001,67019,1959,05,16.5,Y
IDCJAC0001,67019,1959,06,74.6,Y
IDCJAC0001,67019,1959,07,78.5,Y
IDCJAC0001,67019,1959,08,22.0,Y
IDCJAC0001,67019,1959,09,40.2,Y
IDCJAC0001,67019,1959,10,164.7,Y
IDCJAC0001,67019,1959,11,115.0,Y
IDCJAC0001,67019,1959,12,48.7,Y
IDCJAC0001,67019,1960,01,68.9,Y
IDCJAC0001,67019,1960,02,118.2,Y
IDCJAC0001,67019,1960,03,31.5,Y
IDCJAC0001,67019,1960,04,27.9,Y
IDCJAC0001,67019,1960,05,71.8,Y
IDCJAC0001,67019,1960,06,28.5,Y
IDCJAC0001,67019,1960,07,57.6,Y
IDCJAC0001,67019,1960,08,41.5,Y
IDCJAC0001,67019,1960,09,41.4,Y
IDCJAC0001,67019,1960,10,122.5,Y
IDCJAC0001,67019,1960,11,51.8,Y
IDCJAC0001,67019,1960,12,155.9,Y
IDCJAC0001,67019,1961,01,78.3,Y
IDCJAC0001,67019,1961,02,58.7,Y
IDCJAC0001,67019,1961,03,92.3,Y
IDCJAC0001,67019,1961,04,77.8,Y
IDCJAC0001,67019,1961,05,6.7,Y
IDCJAC0001,67019,1961,06,31.9,Y
IDCJAC0001,67019,1961,07,40.7,Y
IDCJAC0001,67019,1961,08,151.1,Y
IDCJAC0001,67019,1961,09,20.5,Y
IDCJAC0001,67019,1961,10,53.6,Y
IDCJAC0001,67019,1961,11,391.3,Y
IDCJAC0001,67019,1961,12,156.0,Y
IDCJAC0001,67019,1962,01,219.5,Y
IDCJAC0001,67019,1962,02,139.0,Y
IDCJAC0001,67019,1962,03,40.7,Y
IDCJAC0001,67019,1962,04,30.4,Y
IDCJAC0001,67019,1962,05,217.0,Y
IDCJAC0001,67019,1962,06,2.8,Y
IDCJAC0001,67019,1962,07,61.5,Y
IDCJAC0001,67019,1962,08,76.0,Y
IDCJAC0001,67019,1962,09,87.4,Y
IDCJAC0001,67019,1962,10,33.5,Y
IDCJAC0001,67019,1962,11,16.8,Y
IDCJAC0001,67019,1962,12,190.7,Y
IDCJAC0001,67019,1963,01,151.8,Y
IDCJAC0001,67019,1963,02,86.6,Y
IDCJAC0001,67019,1963,03,201.7,Y
IDCJAC0001,67019,1963,04,184.6,Y
IDCJAC0001,67019,1963,05,174.0,Y
IDCJAC0001,67019,1963,06,142.2,Y
IDCJAC0001,67019,1963,07,24.0,Y
IDCJAC0001,67019,1963,08,154.1,Y
IDCJAC0001,67019,1963,09,50.1,Y
IDCJAC0001,67019,1963,10,42.3,Y
IDCJAC0001,67019,1963,11,45.8,Y
IDCJAC0001,67019,1963,12,202.9,Y
IDCJAC0001,67019,1964,01,12.2,Y
IDCJAC0001,67019,1964,02,29.9,Y
IDCJAC0001,67019,1964,03,99.6,Y
IDCJAC0001,67019,1964,04,119.5,Y
IDCJAC0001,67019,1964,05,10.0,Y
IDCJAC0001,67019,1964,06,304.5,Y
IDCJAC0001,67019,1964,07,7.4,Y
IDCJAC0001,67019,1964,08,44.7,Y
IDCJAC0001,67019,1964,09,9.1,Y
IDCJAC0001,67019,1964,10,68.5,Y
IDCJAC0001,67019,1964,11,74.1,Y
IDCJAC0001,67019,1964,12,37.6,Y
IDCJAC0001,67019,1965,01,26.5,Y
IDCJAC0001,67019,1965,02,7.7,Y
IDCJAC0001,67019,1965,03,6.6,Y
IDCJAC0001,67019,1965,04,61.0,Y
IDCJAC0001,67019,1965,05,14.3,Y
IDCJAC0001,67019,1965,06,75.0,Y
IDCJAC0001,67019,1965,07,121.3,Y
IDCJAC0001,67019,1965,08,13.2,Y
IDCJAC0001,67019,1965,09,66.0,Y
IDCJAC0001,67019,1965,10,166.1,Y
IDCJAC0001,67019,1965,11,13.3,Y
IDCJAC0001,67019,1965,12,38.1,Y
IDCJAC0001,67019,1966,01,23.5,Y
IDCJAC0001,67019,1966,02,98.0,Y
IDCJAC0001,67019,1966,03,57.2,Y
IDCJAC0001,67019,1966,04,86.2,Y
IDCJAC0001,67019,1966,05,19.0,Y
IDCJAC0001,67019,1966,06,66.7,Y
IDCJAC0001,67019,1966,07,8.2,Y
IDCJAC0001,67019,1966,08,36.8,Y
IDCJAC0001,67019,1966,09,46.1,Y
IDCJAC0001,67019,1966,10,44.0,Y
IDCJAC0001,67019,1966,11,132.9,Y
IDCJAC0001,67019,1966,12,86.9,Y
IDCJAC0001,67019,1967,01,162.0,Y
IDCJAC0001,67019,1967,02,131.6,Y
IDCJAC0001,67019,1967,03,171.0,Y
IDCJAC0001,67019,1967,04,32.0,Y
IDCJAC0001,67019,1967,05,20.2,Y
IDCJAC0001,67019,1967,06,159.0,Y
IDCJAC0001,67019,1967,07,11.8,Y
IDCJAC0001,67019,1967,08,179.2,Y
IDCJAC0001,67019,1967,09,55.0,Y
IDCJAC0001,67019,1967,10,77.6,Y
IDCJAC0001,67019,1967,11,49.8,Y
IDCJAC0001,67019,1967,12,9.0,Y
IDCJAC0001,67019,1968,01,190.2,Y
IDCJAC0001,67019,1968,02,8.9,Y
IDCJAC0001,67019,1968,03,156.1,Y
IDCJAC0001,67019,1968,04,18.8,Y
IDCJAC0001,67019,1968,05,84.4,Y
IDCJAC0001,67019,1968,06,8.2,Y
IDCJAC0001,67019,1968,07,30.0,Y
IDCJAC0001,67019,1968,08,19.0,Y
IDCJAC0001,67019,1968,09,0.3,Y
IDCJAC0001,67019,1968,10,0.5,Y
IDCJAC0001,67019,1968,11,20.9,Y
IDCJAC0001,67019,1968,12,101.7,Y
IDCJAC0001,67019,1969,01,32.7,Y
IDCJAC0001,67019,1969,02,196.4,Y
IDCJAC0001,67019,1969,03,89.2,Y
IDCJAC0001,67019,1969,04,170.5,Y
IDCJAC0001,67019,1969,05,32.2,Y
IDCJAC0001,67019,1969,06,71.3,Y
IDCJAC0001,67019,1969,07,21.4,Y
IDCJAC0001,67019,1969,08,129.2,Y
IDCJAC0001,67019,1969,09,72.2,Y
IDCJAC0001,67019,1969,10,80.4,Y
IDCJAC0001,67019,1969,11,237.2,Y
IDCJAC0001,67019,1969,12,36.6,Y
IDCJAC0001,67019,1970,01,95.6,Y
IDCJAC0001,67019,1970,02,38.9,Y
IDCJAC0001,67019,1970,03,75.6,Y
IDCJAC0001,67019,1970,04,25.6,Y
IDCJAC0001,67019,1970,05,17.1,Y
IDCJAC0001,67019,1970,06,16.0,Y
IDCJAC0001,67019,1970,07,0.0,Y
IDCJAC0001,67019,1970,08,20.2,Y
IDCJAC0001,67019,1970,09,152.8,Y
IDCJAC0001,67019,1970,10,25.3,Y
IDCJAC0001,67019,1970,11,128.0,Y
IDCJAC0001,67019,1970,12,266.6,Y
IDCJAC0001,67019,1971,01,70.9,Y
IDCJAC0001,67019,1971,02,124.7,Y
IDCJAC0001,67019,1971,03,81.8,Y
IDCJAC0001,67019,1971,04,33.8,Y
IDCJAC0001,67019,1971,05,43.9,Y
IDCJAC0001,67019,1971,06,6.2,Y
IDCJAC0001,67019,1971,07,8.7,Y
IDCJAC0001,67019,1971,08,41.1,Y
IDCJAC0001,67019,1971,09,48.4,Y
IDCJAC0001,67019,1971,10,2.6,Y
IDCJAC0001,67019,1971,11,77.6,Y
IDCJAC0001,67019,1971,12,159.4,Y
IDCJAC0001,67019,1972,01,305.3,Y
IDCJAC0001,67019,1972,02,79.9,Y
IDCJAC0001,67019,1972,03,156.8,Y
IDCJAC0001,67019,1972,04,61.6,Y
IDCJAC0001,67019,1972,05,28.0,Y
IDCJAC0001,67019,1972,06,31.5,Y
IDCJAC0001,67019,1972,07,1.3,Y
IDCJAC0001,67019,1972,08,38.1,Y
IDCJAC0001,67019,1972,09,16.3,Y
IDCJAC0001,67019,1972,10,178.4,Y
IDCJAC0001,67019,1972,11,42.1,Y
IDCJAC0001,67019,1972,12,45.1,Y
IDCJAC0001,67019,1973,01,87.0,Y
IDCJAC0001,67019,1973,02,278.8,Y
IDCJAC0001,67019,1973,03,21.5,Y
IDCJAC0001,67019,1973,04,23.0,Y
IDCJAC0001,67019,1973,05,19.5,Y
IDCJAC0001,67019,1973,06,27.7,Y
IDCJAC0001,67019,1973,07,77.3,Y
IDCJAC0001,67019,1973,08,51.6,Y
IDCJAC0001,67019,1973,09,32.8,Y
IDCJAC0001,67019,1973,10,122.3,Y
IDCJAC0001,67019,1973,11,135.7,Y
IDCJAC0001,67019,1973,12,29.6,Y
IDCJAC0001,67019,1974,01,134.4,Y
IDCJAC0001,67019,1974,02,67.2,Y
IDCJAC0001,67019,1974,03,251.4,Y
IDCJAC0001,67019,1974,04,136.1,Y
IDCJAC0001,67019,1974,05,177.8,Y
IDCJAC0001,67019,1974,06,101.8,Y
IDCJAC0001,67019,1974,07,2.2,Y
IDCJAC0001,67019,1974,08,41.5,Y
IDCJAC0001,67019,1974,09,21.5,Y
IDCJAC0001,67019,1974,10,86.2,Y
IDCJAC0001,67019,1974,11,71.8,Y
IDCJAC0001,67019,1974,12,4.4,Y
IDCJAC0001,67019,1975,01,28.4,Y
IDCJAC0001,67019,1975,02,102.2,Y
IDCJAC0001,67019,1975,03,107.6,Y
IDCJAC0001,67019,1975,04,74.5,Y
IDCJAC0001,67019,1975,05,8.0,Y
IDCJAC0001,67019,1975,06,176.4,Y
IDCJAC0001,67019,1975,07,129.8,Y
IDCJAC0001,67019,1975,08,14.2,Y
IDCJAC0001,67019,1975,09,35.7,Y
IDCJAC0001,67019,1975,10,82.8,Y
IDCJAC0001,67019,1975,11,72.6,Y
IDCJAC0001,67019,1975,12,15.3,Y
IDCJAC0001,67019,1976,01,278.6,Y
IDCJAC0001,67019,1976,02,197.7,Y
IDCJAC0001,67019,1976,03,241.6,Y
IDCJAC0001,67019,1976,04,24.0,Y
IDCJAC0001,67019,1976,05,18.6,Y
IDCJAC0001,67019,1976,06,76.6,Y
IDCJAC0001,67019,1976,07,77.6,Y
IDCJAC0001,67019,1976,08,8.2,Y
IDCJAC0001,67019,1976,09,39.0,Y
IDCJAC0001,67019,1976,10,164.8,Y
IDCJAC0001,67019,1976,11,107.6,Y
IDCJAC0001,67019,1976,12,17.4,Y
IDCJAC0001,67019,1977,01,59.4,Y
IDCJAC0001,67019,1977,02,128.5,Y
IDCJAC0001,67019,1977,03,116.6,Y
IDCJAC0001,67019,1977,04,9.0,Y
IDCJAC0001,67019,1977,05,156.3,Y
IDCJAC0001,67019,1977,06,83.6,Y
IDCJAC0001,67019,1977,07,0.0,Y
IDCJAC0001,67019,1977,08,11.8,Y
IDCJAC0001,67019,1977,09,58.6,Y
IDCJAC0001,67019,1977,10,8.8,Y
IDCJAC0001,67019,1977,11,33.0,Y
IDCJAC0001,67019,1977,12,55.6,Y
IDCJAC0001,67019,1978,01,259.4,Y
IDCJAC0001,67019,1978,02,24.8,Y
IDCJAC0001,67019,1978,03,346.2,Y
IDCJAC0001,67019,1978,04,69.6,Y
IDCJAC0001,67019,1978,05,78.2,Y
IDCJAC0001,67019,1978,06,235.2,Y
IDCJAC0001,67019,1978,07,7.8,Y
IDCJAC0001,67019,1978,08,9.4,Y
IDCJAC0001,67019,1978,09,47.6,Y
IDCJAC0001,67019,1978,10,57.8,Y
IDCJAC0001,67019,1978,11,121.0,Y
IDCJAC0001,67019,1978,12,59.8,Y
IDCJAC0001,67019,1979,01,30.4,Y
IDCJAC0001,67019,1979,02,24.8,Y
IDCJAC0001,67019,1979,03,69.0,Y
IDCJAC0001,67019,1979,04,18.0,Y
IDCJAC0001,67019,1979,05,85.2,Y
IDCJAC0001,67019,1979,06,107.2,Y
IDCJAC0001,67019,1979,07,47.8,Y
IDCJAC0001,67019,1979,08,8.5,Y
IDCJAC0001,67019,1979,09,23.4,Y
IDCJAC0001,67019,1979,10,40.0,Y
IDCJAC0001,67019,1979,11,88.0,Y
IDCJAC0001,67019,1979,12,2.2,Y
IDCJAC0001,67019,1980,01,95.6,Y
IDCJAC0001,67019,1980,02,55.0,Y
IDCJAC0001,67019,1980,03,32.0,Y
IDCJAC0001,67019,1980,04,5.3,Y
IDCJAC0001,67019,1980,05,136.4,Y
IDCJAC0001,67019,1980,06,28.4,Y
IDCJAC0001,67019,1980,07,26.4,Y
IDCJAC0001,67019,1980,08,6.5,Y
IDCJAC0001,67019,1980,09,2.2,Y
IDCJAC0001,67019,1980,10,47.3,Y
IDCJAC0001,67019,1980,11,36.7,Y
IDCJAC0001,67019,1980,12,49.2,Y
IDCJAC0001,67019,1981,01,72.6,Y
IDCJAC0001,67019,1981,02,201.7,Y
IDCJAC0001,67019,1981,03,49.8,Y
IDCJAC0001,67019,1981,04,150.9,Y
IDCJAC0001,67019,1981,05,100.3,Y
IDCJAC0001,67019,1981,06,24.4,Y
IDCJAC0001,67019,1981,07,31.6,Y
IDCJAC0001,67019,1981,08,5.6,Y
IDCJAC0001,67019,1981,09,2.0,Y
IDCJAC0001,67019,1981,10,131.0,Y
IDCJAC0001,67019,1981,11,124.6,Y
IDCJAC0001,67019,1981,12,69.6,Y
IDCJAC0001,67019,1982,01,70.7,Y
IDCJAC0001,67019,1982,02,26.8,Y
IDCJAC0001,67019,1982,03,164.4,Y
IDCJAC0001,67019,1982,04,5.6,Y
IDCJAC0001,67019,1982,05,3.0,Y
IDCJAC0001,67019,1982,06,31.2,Y
IDCJAC0001,67019,1982,07,21.0,Y
IDCJAC0001,67019,1982,08,12.6,Y
IDCJAC0001,67019,1982,09,139.8,Y
IDCJAC0001,67019,1982,10,42.8,Y
IDCJAC0001,67019,1982,11,11.0,Y
IDCJAC0001,67019,1982,12,20.1,Y
IDCJAC0001,67019,1983,01,34.0,Y
IDCJAC0001,67019,1983,02,43.1,Y
IDCJAC0001,67019,1983,03,249.8,Y
